股票代號,公司名稱,市場,產業,最近連續正成長月數,36個月內正成長月數,最近連續負成長月數,有效月數,最新月YoY%,當月營收(億)
6523,達爾膚,—,—,0,19,6,36,-14.04,
2474,可成,上市,其他電子業,0,19,7,36,-40.45,10.03
2504,國產,上市,建材營造,0,19,7,36,-8.07,16.43
4413,飛寶企業,—,—,0,19,7,36,-50.14,
6895,宏碩系統,—,—,0,19,7,36,-39.51,
6276,安鈦克,—,—,0,19,9,36,-53.79,
1535,中宇,上市,電機機械,0,19,10,36,-28.53,7.01
1722,台肥,上市,化學工業,0,18,1,36,-11.27,9.12
1796,金穎生技,—,—,0,18,1,36,-10.89,
2359,所羅門,上市,其他電子業,0,18,1,36,-18.14,2.76
2417,圓剛,上市,電腦及週邊設備業,0,18,1,36,-14.54,2.53
2542,興富發,上市,建材營造,0,18,1,36,-20.87,30.24
2545,皇翔,上市,建材營造,0,18,1,36,-75.63,0.64
3669,圓展,上市,通信網路業,0,18,1,36,-22.96,1.8
5315,光聯,—,—,0,18,1,36,-25.09,
5701,劍湖山,—,—,0,18,1,36,-6.89,
6163,華電網,—,—,0,18,1,36,-26.49,
6164,華興,上市,光電業,0,18,1,36,-12.05,0.55
8249,菱光,上市,電子零組件業,0,18,1,36,-3.81,2.72
1809,中釉,上市,玻璃陶瓷,0,18,2,36,-4.12,2.12
2228,劍麟,上市,汽車工業,0,18,2,36,-0.62,3.94
2331,精英,上市,電腦及週邊設備業,0,18,2,36,-20.15,15.3
4174,浩鼎,—,—,0,18,2,34,-23.43,
4960,誠美材,上市,光電業,0,18,2,36,-13.9,6.05
6020,大展證,—,—,0,18,2,36,-33.68,
6120,達運,上市,光電業,0,18,2,36,-3.09,13.38
6835,圓裕,上市,電子零組件業,0,18,2,36,-8.43,1.68
9902,台火,上市,其他,0,18,2,36,-81.59,0.02
1436,華友聯,上市,建材營造,0,18,3,36,-87.9,0.54
1713,國化,上市,化學工業,0,18,3,36,-8.6,0.39
2429,銘旺科,上市,光電業,0,18,3,36,-9.2,0.28
3086,華義*,—,—,0,18,3,36,-26.69,
6624,萬年清,—,—,0,18,3,36,-45.72,
1789,神隆,上市,生技醫療業,0,18,4,36,-42.18,1.99
4440,宜新實業,上市,紡織纖維,0,18,4,36,-39.33,0.51
4562,穎漢,上市,電機機械,0,18,4,36,-0.98,0.65
1432,大魯閣,上市,運動休閒,0,18,9,36,-35.7,0.82
1103,嘉泥,上市,水泥工業,0,18,10,36,-2.53,2.31
2516,新建,上市,建材營造,0,18,10,36,-16.46,7.12
5011,久陽,—,—,0,18,10,36,-31.37,
8107,大億金茂,—,—,0,18,13,36,-24.85,
6194,育富,—,—,0,18,14,36,-26.71,
6958,日盛台駿,上市,其他,0,18,14,36,-4.48,8.22
1614,三洋電,上市,電器電纜,0,17,1,36,-3.1,4.05
2035,唐榮公司,—,—,0,17,1,36,-27.54,
2948,寶陞,—,—,0,17,1,36,-1.35,
3373,熱映,—,—,0,17,1,36,-11.24,
3489,森寶,—,—,0,17,1,36,-0.25,
5512,力麒,—,—,0,17,1,36,-7.98,
6125,廣運,—,—,0,17,1,36,-1.49,
6695,芯鼎,上市,半導體業,0,17,1,36,-6.0,0.85
6904,伯鑫,—,—,0,17,1,36,-4.29,
8928,鉅明,—,—,0,17,1,36,-21.77,
8940,新天地,上市,觀光餐旅,0,17,1,36,-3.75,0.66
9928,中視,上市,其他,0,17,1,36,-3.41,0.64
1446,宏和,上市,紡織纖維,0,17,2,36,-27.01,0.89
3205,佰研,—,—,0,17,2,36,-0.37,
5519,隆大,上市,建材營造,0,17,2,36,-92.51,1.14
7743,金利食安,—,—,0,17,2,29,-16.55,
6230,尼得科超眾,上市,電腦及週邊設備業,0,17,3,36,-0.85,7.59
2514,龍邦,上市,其他,0,17,4,36,-24.33,16.23
3021,鴻名,上市,電子零組件業,0,17,4,36,-14.0,2.78
4909,新復興,—,—,0,17,4,36,-43.85,
8034,榮群,—,—,0,17,4,36,-0.99,
8092,建暐,—,—,0,17,4,36,-23.89,
2913,農林,上市,貿易百貨,0,17,6,36,-7.49,0.33
5481,新華,—,—,0,17,7,36,-3.12,
6176,瑞儀,上市,光電業,0,17,7,36,-13.63,38.16
9907,統一實,上市,其他,0,17,7,36,-10.05,34.89
1540,喬福,上市,電機機械,0,17,8,36,-50.94,0.25
3593,力銘,上市,電子零組件業,0,17,8,36,-29.8,0.52
3027,盛達,上市,通信網路業,0,17,10,36,-11.21,0.92
3024,憶聲,上市,光電業,0,17,12,36,-44.12,0.76
2740,華軒,—,—,0,17,18,36,-58.91,
3376,新日興,上市,電子零組件業,0,17,18,36,-10.0,8.3
1459,聯發,上市,紡織纖維,0,16,1,36,-14.24,0.77
3272,東碩,—,—,0,16,1,36,-41.79,
4120,友華,—,—,0,16,1,36,-3.05,
4138,曜亞,—,—,0,16,1,36,-1.29,
6161,捷波,—,—,0,16,1,36,-18.36,
6248,沛波,—,—,0,16,1,36,-0.24,
6409,旭隼,上市,其他電子業,0,16,1,36,-3.16,17.79
9912,偉聯,上市,電腦及週邊設備業,0,16,1,36,-2.35,0.36
9934,成霖,上市,居家生活,0,16,1,36,-15.05,11.91
1452,宏益,上市,紡織纖維,0,16,2,36,-33.93,0.7
1467,南緯,上市,紡織纖維,0,16,2,36,-8.04,5.09
1570,力肯,—,—,0,16,2,36,-44.0,
4183,福永生技,—,—,0,16,2,36,-19.08,
8476,台境*,上市,綠能環保,0,16,2,36,-94.32,0.06
8906,花王,—,—,0,16,2,36,-3.35,
2235,謚源,—,—,0,16,3,36,-7.1,
6222,立軒,—,—,0,16,4,36,-43.96,
6843,進典,—,—,0,16,4,36,-17.45,
2530,華建,上市,建材營造,0,16,5,36,-99.86,0.01
1806,冠軍,上市,玻璃陶瓷,0,16,7,36,-16.73,2.05
4406,新昕纖,—,—,0,16,7,36,-94.25,
8011,台通,上市,通信網路業,0,16,7,36,-11.08,1.38
8410,森田,—,—,0,16,7,36,-40.92,
3257,虹冠電,上市,半導體業,0,16,8,36,-40.26,0.6
3128,昇銳,—,—,0,16,11,36,-29.23,
2904,匯僑,上市,其他,0,16,12,36,-18.98,0.35
1324,地球,上市,塑膠工業,0,15,1,36,-36.04,0.4
1733,五鼎,上市,生技醫療業,0,15,1,36,-0.36,1.46
1737,臺鹽,上市,食品工業,0,15,1,36,-3.87,2.75
2007,燁興,上市,鋼鐵工業,0,15,1,36,-21.38,3.19
3052,夆典,上市,建材營造,0,15,1,36,-10.79,2.25
3150,鈺寶-創,上市,半導體業,0,15,1,36,-8.97,0.26
3501,維熹,上市,電子零組件業,0,15,1,36,-1.26,4.45
4198,欣大健康,—,—,0,15,1,36,-3.16,
4538,大詠城,—,—,0,15,1,36,-9.75,
4737,華廣,上市,生技醫療業,0,15,1,36,-10.31,1.5
4770,上品,上市,化學工業,0,15,1,36,-29.49,4.92
5531,鄉林,上市,建材營造,0,15,1,36,-14.06,0.75
6216,居易,上市,通信網路業,0,15,1,36,-24.32,0.51
6859,伯特光,—,—,0,15,1,36,-10.45,
8105,凌巨,上市,光電業,0,15,1,36,-10.42,7.07
1521,大億,上市,汽車工業,0,15,2,36,-6.07,2.49
2017,官田鋼,上市,鋼鐵工業,0,15,2,36,-17.29,2.19
2908,特力,上市,貿易百貨,0,15,2,36,-5.43,26.01
8064,東捷,—,—,0,15,2,36,-43.49,
3138,耀登,上市,通信網路業,0,15,3,36,-8.23,1.41
7642,昶瑞機電,—,—,0,15,3,36,-6.72,
1439,雋揚,上市,建材營造,0,15,4,36,-70.81,0.36
1441,大東,上市,紡織纖維,0,15,4,36,-13.26,1.08
1707,葡萄王,上市,生技醫療業,0,15,7,36,-20.13,7.06
2349,錸德,上市,光電業,0,15,7,36,-1.27,5.4
6203,海韻電,—,—,0,15,7,36,-32.18,
6732,昇佳電子,—,—,0,15,7,36,-9.16,
6742,澤米,上市,光電業,0,15,15,36,-6.88,0.32
2461,光群雷,上市,其他電子業,0,14,1,36,-4.68,4.27
2462,良得電,上市,電子零組件業,0,14,1,36,-0.48,3.51
2712,遠雄來,上市,觀光餐旅,0,14,1,36,-2.24,0.76
3288,點晶,—,—,0,14,1,36,-64.59,
6188,廣明,—,—,0,14,1,36,-20.58,
7811,民盛,—,—,0,14,1,21,-2.45,
8085,福華,—,—,0,14,1,36,-12.78,
9906,欣巴巴,上市,建材營造,0,14,1,36,-56.33,0.61
3545,敦泰,上市,半導體業,0,14,2,36,-8.26,9.13
3552,同致,—,—,0,14,2,36,-2.14,
4707,磐亞,—,—,0,14,2,36,-46.24,
6821,聯寶,—,—,0,14,2,36,-31.63,
7753,星亞,—,—,0,14,2,25,-24.33,
3437,榮創,上市,光電業,0,14,3,36,-42.51,0.7
6242,立康,—,—,0,14,3,36,-0.5,
8443,阿瘦,上市,貿易百貨,0,14,4,36,-14.58,0.86
2206,三陽工業,上市,汽車工業,0,14,7,36,-0.22,48.83
3049,精金,上市,光電業,0,14,7,36,-72.22,0.3
4942,嘉彰,上市,光電業,0,14,7,36,-13.49,4.1
5465,富驊,—,—,0,14,7,36,-4.36,
4999,鑫禾,上市,電子零組件業,0,14,8,36,-26.93,1.07
3078,僑威,—,—,0,14,12,36,-49.33,
2012,春雨,上市,鋼鐵工業,0,14,14,36,-6.83,6.28
1455,集盛,上市,紡織纖維,0,13,1,36,-0.79,4.65
1730,花仙子,上市,化學工業,0,13,1,36,-0.22,1.97
2338,光罩,上市,半導體業,0,13,1,36,-8.94,4.94
3115,富榮綱,—,—,0,13,1,29,-21.17,
4195,基米-創,上市,生技醫療業,0,13,1,19,-29.98,0.5
4741,泓瀚,—,—,0,13,1,36,-14.9,
6244,茂迪,—,—,0,13,1,36,-0.4,
6692,進能服,—,—,0,13,1,36,-4.4,
6928,攸泰科技,上市,電腦及週邊設備業,0,13,1,36,-44.99,1.07
9910,豐泰,上市,運動休閒,0,13,1,36,-2.79,73.7
2314,台揚,上市,通信網路業,0,13,2,36,-48.86,0.65
2539,櫻花建,上市,建材營造,0,13,2,27,-8.69,4.42
2915,潤泰全,上市,貿易百貨,0,13,2,36,-15.64,1.58
3685,元創精密,—,—,0,13,2,36,-10.8,
4304,勝昱,—,—,0,13,2,36,-16.0,
8067,志旭,—,—,0,13,2,36,-10.19,
8930,青鋼,—,—,0,13,2,36,-9.57,
1454,台富,上市,紡織纖維,0,13,3,36,-40.51,0.7
5299,杰力,—,—,0,13,3,36,-3.23,
5310,天剛,—,—,0,13,3,36,-30.2,
6171,大城地產,—,—,0,13,3,33,-99.9,
9914,美利達,上市,運動休閒,0,13,3,36,-20.71,19.59
2201,裕隆,上市,汽車工業,0,13,4,36,-2.02,58.07
6160,欣技,—,—,0,13,4,36,-39.83,
7715,裕山,—,—,0,13,4,35,-57.92,
2387,精元,上市,電腦及週邊設備業,0,13,5,36,-17.12,14.31
1512,瑞利,上市,汽車工業,0,13,6,36,-20.54,0.9
3325,旭品,—,—,0,13,6,36,-63.71,
6198,瑞築,—,—,0,13,6,32,0.0,
6412,群電,上市,電子零組件業,0,13,7,36,-19.66,24.69
6698,旭暉應材,上市,其他電子業,0,13,7,36,-42.38,0.69
6246,臺龍,—,—,0,13,10,36,-9.99,
2038,海光,上市,鋼鐵工業,0,13,14,36,-16.53,4.81
6123,上奇,—,—,0,13,17,36,-3.19,
1525,江申,上市,汽車工業,0,12,1,36,-21.45,0.95
1805,寶徠,上市,建材營造,0,12,1,36,-0.86,0.0
4535,至興,—,—,0,12,1,36,-9.43,
1444,力麗,上市,紡織纖維,0,12,2,36,-14.56,4.44
4994,傳奇,上市,資訊服務業,0,12,2,36,-10.94,0.86
1434,福懋,上市,紡織纖維,0,12,3,36,-7.16,20.27
3609,三一東林,—,—,0,12,3,36,-0.09,
8240,華宏,—,—,0,12,3,36,-12.59,
9960,邁達康,—,—,0,12,3,36,-9.22,
1218,泰山,上市,食品工業,0,12,4,36,-48.01,5.31
2385,群光,上市,電子零組件業,0,12,5,36,-23.12,65.21
7760,享溫馨,上市,觀光餐旅,0,12,5,27,-5.36,0.99
5364,力麗店,—,—,0,12,6,36,-80.59,
2067,嘉鋼,—,—,0,12,7,36,-0.88,
3518,柏騰,上市,其他電子業,0,12,7,36,-18.86,0.23
7770,君曜,—,—,0,12,7,25,-45.18,
1526,日馳,上市,電機機械,0,12,8,36,-29.41,0.42
8080,泰霖,—,—,0,12,8,36,-30.35,
2254,巨鎧精密-創,上市,汽車工業,0,12,11,36,-92.05,0.04
1108,幸福,上市,水泥工業,0,12,13,36,-15.69,2.9
1565,精華,—,—,0,12,14,36,-12.46,
6294,智基,—,—,0,12,19,36,-8.7,
1314,中石化,上市,塑膠工業,0,12,24,36,-24.4,9.28
2023,燁輝,上市,鋼鐵工業,0,11,1,36,-14.31,47.77
3490,單井,—,—,0,11,1,36,-5.31,
3523,迎輝,—,—,0,11,1,36,-90.7,
4564,元翎,上市,電機機械,0,11,1,36,-12.18,0.59
7825,和亞智慧,—,—,0,11,1,18,-41.89,
8291,尚茂,—,—,0,11,1,36,-72.35,
1219,福壽,上市,食品工業,0,11,2,36,-14.36,9.85
2063,世鎧精密,—,—,0,11,2,36,-16.94,
3527,聚積,—,—,0,11,2,36,-16.39,
6556,勝品,—,—,0,11,2,36,-10.48,
6167,久正,—,—,0,11,3,36,-12.58,
7777,能率亞洲,—,—,0,11,3,24,-187.36,
2231,為升,上市,汽車工業,0,11,4,36,-25.85,2.23
6477,安集,上市,光電業,0,11,4,36,-17.29,0.74
3252,海灣,—,—,0,11,5,36,-39.35,
6512,啟發電,—,—,0,11,5,36,-69.1,
6754,匯僑設計,上市,居家生活,0,11,5,36,-7.78,3.32
6144,得利影,—,—,0,11,6,36,-2.87,
3615,安可,—,—,0,11,7,36,-46.65,
8277,商丞,—,—,0,11,11,36,-18.79,
6865,偉康科技,—,—,0,11,14,36,-56.55,
1471,首利,上市,電子零組件業,0,11,18,36,-59.21,0.06
6552,易華電,上市,半導體業,0,11,20,36,-21.34,0.83
6592,和潤企業,上市,其他,0,11,25,36,-4.04,18.73
1530,亞崴,上市,電機機械,0,10,1,36,-42.94,0.87
2498,宏達電,上市,通信網路業,0,10,1,36,-7.71,2.46
2614,東森,上市,其他,0,10,1,36,-6.44,4.44
2938,床的世界,—,—,0,10,1,36,-16.76,
7803,雲象科技-創,上市,生技醫療業,0,10,3,22,-88.96,0.07
1417,嘉裕,上市,紡織纖維,0,10,4,36,-17.31,0.24
8935,邦泰,—,—,0,10,5,36,-17.68,
5704,老爺知,—,—,0,10,6,36,-98.08,
1435,中福,上市,其他,0,10,8,36,0.0,0.0
3092,鴻碩,上市,電子零組件業,0,9,1,36,-12.9,1.13
4168,醣聯,—,—,0,9,1,24,-97.21,
6114,久威,—,—,0,9,1,36,-25.14,
6872,浩宇生醫,—,—,0,9,1,21,-65.33,
8450,霹靂,—,—,0,9,1,36,-32.32,
9943,好樂迪,上市,觀光餐旅,0,9,1,36,-5.75,1.91
1225,福懋油,上市,食品工業,0,9,2,36,-23.83,7.16
2020,美亞,上市,鋼鐵工業,0,9,2,36,-37.05,2.72
4133,亞諾法,上市,生技醫療業,0,9,3,36,-14.66,0.27
1538,正峰,上市,電機機械,0,9,4,36,-58.08,0.04
1569,濱川,—,—,0,9,5,36,-25.28,
7819,精誠金融,—,—,0,9,5,20,-27.19,
1102,亞泥,上市,水泥工業,0,9,7,36,-1.29,55.9
1109,信大,上市,水泥工業,0,9,7,36,-26.47,2.69
1468,昶和,上市,紡織纖維,0,9,7,36,-52.63,0.23
6470,宇智,—,—,0,9,14,36,-31.28,
1583,程泰,上市,電機機械,0,8,1,36,-10.13,3.37
2014,中鴻,上市,鋼鐵工業,0,8,1,36,-29.31,10.25
2722,夏都,上市,觀光餐旅,0,8,1,36,-2.1,0.68
1414,東和,上市,紡織纖維,0,8,3,36,-5.63,0.32
4528,江興鍛,—,—,0,8,3,36,-1.07,
6988,威力暘-創,上市,汽車工業,0,8,3,25,-11.12,0.54
6243,迅杰,上市,半導體業,0,8,13,36,-32.53,0.32
1203,味王,上市,食品工業,0,8,16,36,-2.11,4.6
7723,築間,—,—,0,8,19,33,-20.11,
2227,裕日車,上市,汽車工業,0,7,1,36,-3.46,10.6
2430,燦坤,上市,電子通路業,0,7,1,36,-0.32,14.77
6615,慧智,—,—,0,7,1,36,-2.43,
6804,明係,—,—,0,7,1,36,-2.74,
1305,華夏,上市,塑膠工業,0,7,3,36,-11.24,6.82
2903,遠百,上市,貿易百貨,0,7,3,36,-0.63,26.15
6674,鋐寶科技,上市,通信網路業,0,7,4,36,-45.45,0.2
2431,聯昌,上市,電子零組件業,0,7,7,36,-47.32,0.15
3521,台鋼建設,—,—,0,7,7,36,-98.05,
2457,飛宏,上市,電子零組件業,0,7,10,36,-17.75,7.68
3011,今皓,上市,電子零組件業,0,7,18,36,-20.81,0.41
1516,川飛,上市,其他,0,6,1,29,-2.05,0.1
7791,皇家可口,上市,食品工業,0,6,6,22,-6.79,2.68
1440,南紡,上市,紡織纖維,0,5,1,36,-4.22,10.5
6919,康霈*,上市,生技醫療業,0,5,3,16,-100.0,
4767,誠泰科技,—,—,0,5,6,36,-12.79,
1325,恆大,上市,塑膠工業,0,5,14,36,-23.58,0.16
2642,宅配通,上市,航運業,0,5,17,36,-17.08,2.54
3576,聯合再生,上市,光電業,0,4,1,36,-13.03,2.45
3716,中化控股,上市,生技醫療業,0,4,1,12,-1.18,6.32
6838,台新藥,上市,生技醫療業,0,4,1,11,-50.71,
3323,加百裕,—,—,0,4,7,36,-46.97,
1445,大宇,上市,紡織纖維,0,3,1,36,-15.68,0.54
3531,先益,—,—,0,3,16,36,-6.57,
2911,麗嬰房,上市,貿易百貨,0,3,19,36,-22.67,1.39
8477,創業家,—,—,0,2,2,36,-3.78,
6405,悅城,上市,光電業,0,2,3,36,-91.85,0.0
6875,國邑*,—,—,0,1,5,8,-93.79,
7799,禾榮科,上市,生技醫療業,0,1,5,7,-62.21,0.0
6492,生華科,—,—,0,1,11,36,-3.61,
2601,益航,上市,航運業,0,0,36,36,-59.09,1.42
3038,全台,上市,光電業,0,0,36,36,-10.99,2.44
6443,元晶,上市,光電業,0,0,36,36,-22.98,0.67
