symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
WSM,Consumer Discretionary,"Williams-Sonoma, Inc.",2024-01-22,100.45,3.81,43.65,49.76,36.75,1.0,12,6,1,8.0,9.71,14.6,False,True,93.94,6.57,1.223,False,102.36,-1.87,1.03,2.99,11.0,9.0,1424527.0,1165200.0,1.222,939800.0,1408720.0,1298573.0,0.724,91.93,1,14,24,10.8,6,吃老本,True
DECK,Consumer Discretionary,Deckers Brands,2024-01-22,127.96,14.86,33.21,43.76,33.9,1.0,1,11,2,4.2,53.7,8.22,False,True,114.89,9.59,1.109,False,128.07,-0.08,2.47,11.64,13.0,7.0,1787538.0,1611942.0,1.857,1183800.0,1626840.0,1676360.0,0.706,100.0,2,1,25,6.2,3,,True
EXPE,Consumer Discretionary,Expedia Group,2024-01-22,150.07,0.09,63.23,26.51,29.09,1.0,24,1,3,12.9,8.23,22.22,False,True,142.86,5.57,0.816,False,153.93,-2.51,2.26,-0.86,9.0,11.0,1778122.0,2179190.0,0.818,1701000.0,1860740.0,1853626.0,0.918,76.94,3,22,14,12.8,9,吃老本,True
DASH,Consumer Discretionary,DoorDash,2024-01-22,108.24,9.45,53.21,20.74,26.03,1.0,3,2,10,4.1,96.55,74.57,False,True,99.57,8.32,1.111,False,109.06,-0.76,1.8,7.5,12.0,8.0,3273708.0,2947000.0,1.5,2310100.0,2727260.0,3187946.0,0.725,97.16,4,9,23,9.8,5,,True
PHM,Consumer Discretionary,PulteGroup,2024-01-22,103.14,1.84,46.45,24.43,24.29,1.0,17,4,6,10.9,2.9,18.01,False,True,96.14,7.27,0.925,False,107.2,-3.79,-0.9,1.15,8.0,12.0,1678762.0,1814066.0,0.667,1891800.0,1936120.0,1770206.0,1.069,76.52,5,24,10,13.6,10,吃老本,True
HLT,Consumer Discretionary,Hilton Worldwide,2024-01-22,191.48,5.79,29.25,25.19,21.35,1.0,10,19,5,11.7,0.35,3.21,False,True,176.27,6.7,1.028,False,191.99,-0.27,2.8,6.12,14.0,6.0,1416242.0,1378183.0,2.333,1677900.0,1446510.0,1422633.0,1.179,100.0,6,1,7,4.2,1,,True
MAR,Consumer Discretionary,Marriott International,2024-01-22,235.98,7.13,30.73,21.65,20.29,1.0,6,14,8,8.8,0.34,3.97,False,True,213.59,8.73,1.244,False,237.87,-0.79,3.39,7.65,13.0,7.0,1475515.0,1185771.0,1.857,1119000.0,1398370.0,1362606.0,0.821,100.0,7,1,17,6.6,4,剛爆發,True
ROST,Consumer Discretionary,Ross Stores,2024-01-22,138.26,2.44,26.0,24.35,19.28,1.0,16,23,7,16.3,8.87,13.46,False,True,130.8,5.03,1.047,False,138.51,-0.18,3.0,3.17,14.0,6.0,1711078.0,1634033.0,2.333,1910200.0,1657420.0,1626080.0,1.175,100.0,8,1,8,5.2,2,剛爆發,True
LEN,Consumer Discretionary,Lennar,2024-01-22,137.71,-0.12,43.42,16.88,19.27,0.667,26,7,13,17.7,12.4,10.71,False,True,131.18,6.98,1.226,False,144.32,-4.58,-1.94,-0.3,8.0,12.0,2505709.0,2044634.0,0.667,1627905.0,2456815.0,2434856.0,0.669,80.49,9,19,28,16.8,18,吃老本,True
RCL,Consumer Discretionary,Royal Caribbean Group,2024-01-22,120.06,-4.66,49.09,13.71,17.97,0.667,39,3,16,23.6,13.44,14.85,False,True,115.2,7.21,0.899,False,127.37,-5.73,-2.79,-4.97,10.0,10.0,2117170.0,2355180.0,1.0,2857900.0,2113370.0,2011440.0,1.421,76.63,10,23,2,13.6,10,吃老本,True
LULU,Consumer Discretionary,Lululemon Athletica,2024-01-22,478.03,-6.51,23.58,26.48,17.51,0.667,41,26,4,29.1,10.82,5.5,False,True,474.76,5.87,0.999,False,516.39,-7.43,-1.24,-6.05,7.0,13.0,1160928.0,1162392.0,0.538,1128700.0,1194820.0,1215946.0,0.928,71.43,11,26,13,17.4,19,吃老本,True
AMZN,Consumer Discretionary,Amazon,2024-01-22,159.12,4.73,24.57,20.35,17.5,1.0,11,25,12,15.4,62.22,91.19,False,True,149.89,6.96,0.995,False,160.72,-1.0,2.43,3.77,12.0,8.0,43916283.0,44142200.0,1.5,51047400.0,43123080.0,44029873.0,1.159,93.15,12,13,9,11.8,7,,True
CMG,Consumer Discretionary,Chipotle Mexican Grill,2024-01-22,46.53,1.72,23.24,21.63,17.06,1.0,18,28,9,19.2,6.86,2.98,False,True,45.18,3.85,1.154,False,47.06,-1.13,-0.36,0.82,10.0,10.0,10060000.0,8714000.0,1.0,7255000.0,8834500.0,9604000.0,0.755,85.55,13,16,21,15.8,15,,True
GRMN,Consumer Discretionary,Garmin,2024-01-22,119.66,-2.96,25.83,20.67,16.05,0.667,34,24,11,26.4,9.89,2.05,False,True,118.79,4.18,0.984,False,124.05,-3.54,-0.59,-3.05,8.0,12.0,709337.0,721158.0,0.667,488100.0,707080.0,723593.0,0.675,75.14,14,25,27,21.0,27,吃老本,True
BKNG,Consumer Discretionary,Booking Holdings,2024-01-22,137.86,-0.78,28.16,16.84,15.27,0.667,27,21,14,22.6,6.49,29.01,False,True,131.95,5.92,0.761,False,143.73,-4.09,-2.68,-0.43,12.0,8.0,5210833.0,6847812.0,1.5,5240000.0,6060250.0,5918166.0,0.885,84.49,15,18,15,16.2,16,,True
RL,Consumer Discretionary,Ralph Lauren Corporation,2024-01-22,139.24,-0.07,31.89,14.19,15.05,0.667,25,12,15,19.1,8.6,9.74,False,True,131.35,7.13,0.88,False,142.31,-2.16,4.35,-0.54,11.0,9.0,676718.0,769411.0,1.222,899400.0,783270.0,714440.0,1.259,85.14,16,17,4,14.0,12,,True
NVR,Consumer Discretionary,"NVR, Inc.",2024-01-22,7035.81,0.51,30.72,10.92,13.27,1.0,22,15,19,19.3,8.35,14.82,False,True,6732.23,8.77,0.865,False,7423.73,-5.23,-2.39,0.16,10.0,10.0,18310.0,21170.0,1.0,15000.0,20140.0,19826.0,0.757,79.27,17,20,19,18.6,20,,True
ULTA,Consumer Discretionary,Ulta Beauty,2024-01-22,493.59,0.73,29.94,10.82,13.08,1.0,21,16,20,19.3,,,,,,,,,,,,,,,,,,,,,,,18,30,30,,30,吃老本,False
DHI,Consumer Discretionary,D. R. Horton,2024-01-22,136.91,-7.55,38.48,10.64,13.05,0.667,43,10,21,28.7,-2.28,13.2,False,False,138.49,12.83,0.711,False,153.89,-11.04,-9.53,-7.41,9.0,10.0,2364588.0,3327640.0,0.9,3806900.0,3631940.0,3097453.0,1.229,67.68,19,27,6,19.6,23,吃老本,False
HD,Consumer Discretionary,Home Depot (The),2024-01-22,333.62,2.52,29.38,8.63,12.29,1.0,15,18,23,17.5,1.35,4.68,False,True,315.71,4.47,0.856,False,340.81,-2.11,-1.96,1.94,9.0,11.0,3202088.0,3741409.0,0.818,3177700.0,3161530.0,3132906.0,1.014,77.63,20,21,11,18.6,20,,True
AZO,Consumer Discretionary,AutoZone,2024-01-22,2780.24,7.53,13.66,12.21,11.4,1.0,5,35,17,16.4,2.96,2.72,False,True,2639.9,8.95,1.086,False,2783.52,-0.12,1.23,8.04,10.0,10.0,153030.0,140970.0,1.0,103000.0,155500.0,152060.0,0.677,89.31,21,15,26,19.6,23,剛爆發,True
ORLY,Consumer Discretionary,O’Reilly Automotive,2024-01-22,68.17,7.62,10.59,10.09,9.6,1.0,4,41,22,18.7,3.13,1.29,False,True,64.74,9.77,1.199,False,69.32,-1.67,-0.54,8.48,11.0,9.0,6850227.0,5713166.0,1.222,4020000.0,6658650.0,6633900.0,0.606,94.19,22,11,29,19.0,22,剛爆發,True
TJX,Consumer Discretionary,TJX Companies,2024-01-22,93.33,2.74,10.95,11.81,9.33,1.0,14,40,18,22.6,3.81,10.65,False,True,88.73,2.51,1.049,True,93.4,-0.07,0.92,3.89,12.0,8.0,4514816.0,4304400.0,1.5,4163600.0,4228120.0,4272140.0,0.975,93.56,23,12,12,16.4,17,剛爆發,True
ABNB,Consumer Discretionary,Airbnb,2024-01-22,149.62,9.9,31.14,-2.42,9.05,0.667,2,13,28,10.5,215.68,26.19,False,True,136.73,14.58,1.259,False,154.95,-3.44,6.92,9.57,11.0,9.0,4568536.0,3629555.0,1.222,11342600.0,4864090.0,4350953.0,2.607,98.87,24,7,1,12.6,8,剛爆發,True
DPZ,Consumer Discretionary,Domino's,2024-01-22,402.6,1.67,23.42,5.19,8.87,1.0,19,27,24,22.4,,,,,,,,,,,,,,,,,,,,,,,25,30,30,,30,,False
TPR,Consumer Discretionary,"Tapestry, Inc.",2024-01-22,37.03,5.87,42.73,-7.41,8.44,0.667,8,8,35,13.4,3.04,-1.7,False,True,33.06,13.05,1.006,False,43.54,-14.95,6.36,4.2,12.0,8.0,3340141.0,3319612.0,1.5,3756900.0,3164430.0,3035033.0,1.238,95.17,26,10,5,15.4,14,剛爆發,True
TSCO,Consumer Discretionary,Tractor Supply,2024-01-22,43.49,5.86,21.83,2.65,8.25,1.0,9,29,25,18.2,1.7,-2.22,False,True,40.91,6.06,1.082,False,47.28,-8.01,-1.49,7.04,14.0,6.0,7027250.0,6494500.0,2.333,5392000.0,7580300.0,7120166.0,0.757,100.0,27,1,19,15.0,13,剛爆發,True
CVNA,Consumer Discretionary,Carvana,2024-01-22,8.36,-21.04,46.26,-5.04,3.78,0.333,46,5,32,30.9,15.39,8.36,False,False,8.61,22.08,1.111,False,12.52,-33.22,-6.95,-23.15,7.0,13.0,30313785.0,27273576.0,0.538,22160500.0,27197550.0,26886966.0,0.824,60.86,28,29,16,26.0,29,,True
MCD,Consumer Discretionary,McDonald's,2024-01-22,275.42,-1.43,14.96,0.53,3.65,0.667,30,33,26,30.1,,,,,,,,,,,,,,,,,,,,,,,29,30,30,,30,,False
GM,Consumer Discretionary,General Motors,2024-01-22,34.31,-2.06,29.61,-7.03,3.37,0.333,31,17,33,27.2,,,,,,,,,,,,,,,,,,,,,,,30,30,30,,30,,False
DRI,Consumer Discretionary,Darden Restaurants,2024-01-22,148.58,-1.23,13.89,-2.22,2.06,0.333,29,34,27,30.1,,,,,,,,,,,,,,,,,,,,,,,31,30,30,,30,,False
EBAY,Consumer Discretionary,eBay Inc.,2024-01-22,41.0,-2.13,13.07,-4.03,0.72,0.333,32,37,29,32.9,,,,,,,,,,,,,,,,,,,,,,,32,30,30,,30,,False
GPC,Consumer Discretionary,Genuine Parts Company,2024-01-22,131.59,2.98,13.0,-7.53,0.23,0.667,13,38,37,25.3,2.74,3.91,False,True,126.97,5.59,1.026,False,163.14,-19.34,0.38,2.78,13.0,7.0,849976.0,828271.0,1.857,648600.0,832900.0,841220.0,0.771,97.64,33,8,18,20.0,25,剛爆發,True
CCL,Consumer Discretionary,Carnival Corporation,2024-01-22,15.66,-14.62,42.23,-14.39,-0.29,0.333,45,9,42,33.6,44.27,16.06,False,False,16.63,11.04,0.812,False,19.53,-19.81,-8.66,-14.62,10.0,10.0,27580840.0,33962610.0,1.0,39896600.0,32809350.0,30539986.0,1.306,66.98,34,28,3,25.4,28,剛爆發,True
BBY,Consumer Discretionary,Best Buy,2024-01-22,66.16,-4.42,17.62,-7.43,-0.42,0.333,38,30,36,35.2,,,,,,,,,,,,,,,,,,,,,,,35,30,30,,30,,False
YUM,Consumer Discretionary,Yum! Brands,2024-01-22,123.0,-1.2,8.59,-4.84,-0.57,0.333,28,42,31,32.8,,,,,,,,,,,,,,,,,,,,,,,36,30,30,,30,剛爆發,False
MGM,Consumer Discretionary,MGM Resorts,2024-01-22,43.65,-2.31,27.52,-14.24,-0.82,0.333,33,22,41,31.3,,,,,,,,,,,,,,,,,,,,,,,37,30,30,,30,剛爆發,False
WYNN,Consumer Discretionary,Wynn Resorts,2024-01-22,94.3,6.17,11.15,-10.75,-1.04,0.667,7,39,39,23.0,23.9,26.17,False,True,87.55,6.96,0.981,False,114.01,-17.28,2.65,6.73,14.0,6.0,1935178.0,1972816.0,2.333,1465200.0,2014030.0,1964986.0,0.746,100.0,38,1,22,20.0,25,剛爆發,True
LOW,Consumer Discretionary,Lowe's,2024-01-22,201.82,-4.27,16.03,-8.84,-1.48,0.333,37,32,38,35.7,,,,,,,,,,,,,,,,,,,,,,,39,30,30,,30,剛爆發,False
NKE,Consumer Discretionary,"Nike, Inc.",2024-01-22,97.18,-5.36,5.22,-4.77,-2.42,0.333,40,44,30,39.2,,,,,,,,,,,,,,,,,,,,,,,40,30,30,,30,剛爆發,False
F,Consumer Discretionary,Ford Motor Company,2024-01-22,9.68,-6.56,16.14,-12.76,-3.99,0.333,42,31,40,38.3,,,,,,,,,,,,,,,,,,,,,,,41,30,30,,30,剛爆發,False
SBUX,Consumer Discretionary,Starbucks,2024-01-22,87.03,-3.34,1.4,-7.35,-4.16,0.333,35,45,34,37.8,,,,,,,,,,,,,,,,,,,,,,,42,30,30,,30,剛爆發,False
HAS,Consumer Discretionary,Hasbro,2024-01-22,46.2,0.1,13.26,-16.26,-4.79,0.667,23,36,44,31.1,,,,,,,,,,,,,,,,,,,,,,,43,30,30,,30,剛爆發,False
LVS,Consumer Discretionary,Las Vegas Sands,2024-01-22,47.61,1.67,6.79,-14.88,-5.32,0.667,19,43,43,31.0,,,,,,,,,,,,,,,,,,,,,,,44,30,30,,30,剛爆發,False
NCLH,Consumer Discretionary,Norwegian Cruise Line Holdings,2024-01-22,17.22,-14.07,28.89,-20.06,-6.32,0.333,44,20,45,37.0,,,,,,,,,,,,,,,,,,,,,,,45,30,30,,30,剛爆發,False
APTV,Consumer Discretionary,Aptiv,2024-01-22,86.04,-4.1,0.03,-21.19,-11.61,0.333,36,46,46,41.0,,,,,,,,,,,,,,,,,,,,,,,46,30,30,,30,剛爆發,False
TSLA,Consumer Discretionary,"Tesla, Inc.",2024-01-22,183.25,-26.25,-11.6,-31.22,-25.07,0.0,47,47,47,47.0,,,,,,,,,,,,,,,,,,,,,,,47,30,30,,30,剛爆發,False
COST,Consumer Staples,Costco,2024-01-22,676.36,4.06,29.6,25.17,21.0,1.0,6,2,1,3.8,4.83,1.76,False,True,623.03,3.31,0.921,False,687.96,-1.69,-1.16,3.01,11.0,9.0,2016181.0,2189033.0,1.222,1825500.0,2115580.0,2066233.0,0.883,85.79,1,15,17,9.8,8,吃老本,True
TGT,Consumer Staples,Target Corporation,2024-01-22,130.01,0.08,34.3,7.59,12.39,1.0,19,1,4,10.6,41.91,26.85,False,True,124.88,5.34,0.943,False,160.55,-19.02,3.18,0.11,13.0,7.0,3126415.0,3314871.0,1.857,3014800.0,3105110.0,3134453.0,0.962,95.7,2,7,10,5.6,2,,True
CL,Consumer Staples,Colgate-Palmolive,2024-01-22,78.18,4.53,16.07,10.92,10.61,1.0,3,10,2,4.9,2.6,7.3,False,True,73.96,5.34,1.192,False,78.93,-0.94,3.05,5.34,14.0,6.0,5250335.0,4405950.0,2.333,8668700.0,5973860.0,5310600.0,1.632,100.0,3,1,2,2.0,1,,True
KHC,Consumer Staples,Kraft Heinz,2024-01-22,32.36,0.62,19.72,5.34,7.76,1.0,17,6,5,11.3,9.55,4.56,False,True,31.55,4.32,1.06,False,34.86,-7.18,0.35,1.89,11.0,9.0,8658609.0,8169133.0,1.222,6727000.0,9265000.0,8630420.0,0.779,88.16,4,12,21,10.6,11,吃老本,True
TSN,Consumer Staples,Tyson Foods,2024-01-22,50.53,2.31,21.81,-0.51,5.77,0.667,12,5,11,9.7,47.13,-42.99,False,True,47.35,6.18,1.057,False,58.78,-14.03,3.56,4.11,9.0,11.0,2229755.0,2109800.0,0.818,1844500.0,1961450.0,2052780.0,0.899,84.66,5,20,14,12.8,15,吃老本,True
CASY,Consumer Staples,Casey's,2024-01-22,272.08,0.26,2.75,9.9,5.7,1.0,18,29,3,18.3,12.84,34.6,False,False,275.35,6.13,1.022,False,287.95,-5.51,-3.55,0.34,11.0,9.0,227554.0,222600.0,1.222,261900.0,213540.0,227053.0,1.153,85.01,6,17,5,10.2,9,吃老本,True
MDLZ,Consumer Staples,Mondelez International,2024-01-22,69.72,3.74,16.27,1.34,5.67,1.0,7,9,8,7.8,4.72,10.09,False,True,66.59,4.05,1.02,False,71.68,-2.72,3.14,4.67,11.0,8.0,5538390.0,5430437.0,1.375,9517300.0,5937410.0,5578673.0,1.706,92.53,7,8,1,6.2,5,,True
SYY,Consumer Staples,Sysco,2024-01-22,70.15,3.45,17.31,0.24,5.31,1.0,8,8,10,8.4,3.08,0.84,False,True,68.38,2.65,0.954,False,74.82,-6.23,-0.08,3.59,12.0,8.0,2853941.0,2992350.0,1.5,3096900.0,3008130.0,2919493.0,1.061,91.31,8,9,6,8.0,7,,True
CHD,Consumer Staples,Church & Dwight,2024-01-22,96.19,4.82,10.33,2.63,5.1,1.0,2,16,7,7.2,7.55,15.41,False,True,91.81,3.44,1.004,False,96.98,-0.81,2.26,6.6,15.0,5.0,1239160.0,1234740.0,3.0,1201000.0,1254190.0,1247026.0,0.963,100.0,9,1,9,5.8,3,剛爆發,True
CLX,Consumer Staples,Clorox,2024-01-22,132.9,2.33,23.72,-3.54,4.74,0.667,11,3,14,9.2,312.25,41.09,False,True,129.38,4.3,0.867,False,159.55,-16.7,2.59,2.98,14.0,6.0,1092907.0,1260383.0,2.333,1164500.0,1315180.0,1192073.0,0.977,100.0,10,1,8,6.0,4,剛爆發,True
PG,Consumer Staples,Procter & Gamble,2024-01-22,146.11,7.22,6.77,1.09,4.05,1.0,1,20,9,8.3,8.28,6.34,False,True,138.67,6.71,1.178,False,146.35,-0.17,5.81,7.58,13.0,7.0,8770784.0,7443114.0,1.857,8356600.0,9520800.0,8919653.0,0.937,100.0,11,1,12,7.2,6,剛爆發,True
WMT,Consumer Staples,Walmart,2024-01-22,53.38,4.2,2.3,3.47,3.36,1.0,4,30,6,12.2,0.39,7.88,False,True,51.17,2.5,0.982,False,55.02,-2.98,1.16,4.05,13.0,7.0,18103223.0,18437057.0,1.857,15746400.0,16390890.0,17606580.0,0.894,97.93,12,6,16,10.4,10,剛爆發,True
KO,Consumer Staples,Coca-Cola Company (The),2024-01-22,55.22,0.75,8.33,-3.46,0.54,0.667,16,18,13,16.0,6.49,8.14,False,True,54.71,3.01,0.965,False,59.05,-6.48,-0.77,1.12,11.0,8.0,12602936.0,13059737.0,1.375,13025100.0,13190850.0,12692120.0,1.026,87.88,13,13,7,11.8,14,,True
SJM,Consumer Staples,J.M. Smucker Company (The),2024-01-22,119.45,4.2,17.92,-11.29,-0.12,0.667,4,7,23,8.7,4.81,8.17,False,True,110.81,4.12,0.987,False,141.7,-15.7,1.93,5.26,11.0,9.0,1129200.0,1144066.0,1.222,1392600.0,1248970.0,1178526.0,1.182,89.53,14,11,4,10.8,12,,True
KR,Consumer Staples,Kroger,2024-01-22,43.89,1.29,4.9,-3.37,-0.14,0.667,14,24,12,16.6,3.62,5.11,False,True,42.68,3.18,1.033,False,47.14,-6.9,0.78,2.41,10.0,10.0,3842570.0,3719650.0,1.0,3368300.0,3921500.0,3739220.0,0.901,84.84,15,18,13,15.8,16,,True
MNST,Consumer Staples,Monster Beverage,2024-01-22,55.44,-3.77,11.1,-4.66,-0.5,0.333,30,14,16,22.4,8.12,-0.95,False,False,56.08,7.96,0.818,False,60.47,-8.32,-3.04,-3.31,11.0,9.0,5053972.0,6178111.0,1.222,5273100.0,6055740.0,5580113.0,0.945,79.44,16,23,11,17.8,18,吃老本,True
