symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
J,Industrials,Jacobs Solutions,2023-08-21,108.54,7.42,18.3,11.86,12.36,1.0,6,18,35,15.4,-0.02,1.79,False,True,101.29,4.06,1.495,False,110.97,-2.19,0.79,7.42,12.0,8.0,780218.0,521731.0,1.5,362087.0,543831.0,672018.0,0.539,100.0,24,1,24,14.8,13,剛爆發,False
TT,Industrials,Trane Technologies,2023-08-21,196.79,2.02,22.01,12.46,12.24,1.0,15,11,33,17.4,4.77,5.45,False,True,190.25,4.96,1.165,False,203.19,-3.15,2.86,2.02,11.0,9.0,1042272.0,894666.0,1.222,1082500.0,814910.0,828060.0,1.307,91.08,25,12,7,16.2,16,剛爆發,True
UNP,Industrials,Union Pacific Corporation,2023-08-21,209.59,-3.69,16.88,17.11,11.85,0.667,42,22,21,31.8,,,,,,,,,,,,,,,,,,,,,,,26,27,27,,27,,False
FTV,Industrials,Fortive,2023-08-21,57.31,0.03,13.57,15.06,10.93,1.0,22,28,26,24.6,,,,,,,,,,,,,,,,,,,,,,,27,27,27,,27,,False
TDG,Industrials,TransDigm Group,2023-08-21,739.19,-2.3,9.12,16.57,9.99,0.667,34,42,24,34.4,,,,,,,,,,,,,,,,,,,,,,,28,27,27,,27,,False
HWM,Industrials,Howmet Aerospace,2023-08-21,47.81,-4.38,10.85,15.02,9.13,0.667,48,34,27,39.6,,,,,,,,,,,,,,,,,,,,,,,29,27,27,,27,,False
CTAS,Industrials,Cintas,2023-08-21,121.1,-1.05,6.11,14.61,8.57,0.667,26,49,28,33.3,,,,,,,,,,,,,,,,,,,,,,,30,27,27,,27,,False
PAYX,Industrials,Paychex,2023-08-21,110.04,-2.98,13.48,11.53,8.39,0.667,39,29,37,35.6,,,,,,,,,,,,,,,,,,,,,,,31,27,27,,27,,False
DAL,Industrials,Delta Air Lines,2023-08-21,40.34,-8.79,16.43,11.85,7.84,0.667,66,24,36,47.4,,,,,,,,,,,,,,,,,,,,,,,32,27,27,,27,,False
AME,Industrials,Ametek,2023-08-21,154.57,-0.42,6.5,12.2,7.62,0.667,24,47,34,32.9,,,,,,,,,,,,,,,,,,,,,,,33,27,27,,27,剛爆發,False
URI,Industrials,United Rentals,2023-08-21,437.75,0.99,28.36,0.45,7.56,1.0,18,7,55,22.1,10.46,-0.54,False,True,436.9,11.64,0.964,False,479.18,-8.65,-0.51,0.99,9.0,11.0,707888.0,734290.0,0.818,425400.0,593140.0,721740.0,0.589,79.54,34,20,22,26.0,24,剛爆發,True
WAB,Industrials,Wabtec,2023-08-21,110.18,-5.64,18.1,8.3,7.26,0.667,52,19,42,40.1,,,,,,,,,,,,,,,,,,,,,,,35,27,27,,27,剛爆發,False
BA,Industrials,Boeing,2023-08-21,223.41,-6.4,9.71,12.75,7.2,0.667,53,37,32,44.0,,,,,,,,,,,,,,,,,,,,,,,36,27,27,,27,剛爆發,False
FAST,Industrials,Fastenal,2023-08-21,26.6,-2.17,4.25,12.96,7.0,0.667,33,53,30,38.4,,,,,,,,,,,,,,,,,,,,,,,37,27,27,,27,剛爆發,False
RSG,Industrials,Republic Services,2023-08-21,141.09,-3.6,3.86,13.47,6.8,0.667,41,54,29,42.5,,,,,,,,,,,,,,,,,,,,,,,38,27,27,,27,剛爆發,False
MAS,Industrials,Masco,2023-08-21,53.99,-7.05,12.14,9.1,5.83,0.667,57,30,38,45.1,,,,,,,,,,,,,,,,,,,,,,,39,27,27,,27,剛爆發,False
ROL,Industrials,"Rollins, Inc.",2023-08-21,37.99,-2.79,0.42,12.81,5.82,0.667,37,66,31,44.5,,,,,,,,,,,,,,,,,,,,,,,40,27,27,,27,剛爆發,False
TXT,Industrials,Textron,2023-08-21,75.0,-1.52,19.79,2.32,5.73,0.667,28,15,51,28.7,,,,,,,,,,,,,,,,,,,,,,,41,27,27,,27,剛爆發,False
GWW,Industrials,W. W. Grainger,2023-08-21,698.22,-2.04,7.86,8.18,5.54,0.667,29,45,43,36.6,,,,,,,,,,,,,,,,,,,,,,,42,27,27,,27,剛爆發,False
NDSN,Industrials,Nordson Corporation,2023-08-21,230.4,-4.38,8.37,8.94,5.47,0.667,48,44,39,45.0,,,,,,,,,,,,,,,,,,,,,,,43,27,27,,27,剛爆發,False
SWK,Industrials,Stanley Black & Decker,2023-08-21,79.1,-9.9,14.57,7.31,4.83,0.667,70,26,44,51.6,,,,,,,,,,,,,,,,,,,,,,,44,27,27,,27,剛爆發,False
SNA,Industrials,Snap-on,2023-08-21,245.98,-2.14,3.46,8.58,4.62,0.667,32,57,40,41.1,,,,,,,,,,,,,,,,,,,,,,,45,27,27,,27,剛爆發,False
AOS,Industrials,A. O. Smith,2023-08-21,65.84,-3.38,5.05,8.39,4.61,0.667,40,51,41,43.5,,,,,,,,,,,,,,,,,,,,,,,46,27,27,,27,剛爆發,False
LDOS,Industrials,Leidos,2023-08-21,92.58,2.18,19.81,-2.72,4.14,0.667,13,14,63,23.3,14.57,-7.29,False,True,89.02,3.79,0.857,False,105.96,-12.62,-0.32,2.18,8.0,12.0,867200.0,1012416.0,0.667,350100.0,965440.0,869726.0,0.403,76.17,47,22,26,32.8,26,剛爆發,True
IEX,Industrials,IDEX Corporation,2023-08-21,216.96,1.75,11.81,1.19,3.99,1.0,16,31,53,27.9,,,,,,,,,,,,,,,,,,,,,,,48,27,27,,27,剛爆發,False
AXON,Industrials,Axon Enterprise,2023-08-21,198.43,8.65,1.79,2.52,3.87,1.0,4,61,50,30.3,78.63,64.43,False,True,192.38,9.41,1.697,False,229.95,-13.71,-0.83,8.65,9.0,11.0,1009100.0,594672.0,0.818,412200.0,557310.0,839940.0,0.491,96.82,49,8,25,27.8,25,剛爆發,True
ITW,Industrials,Illinois Tool Works,2023-08-21,224.01,-7.48,7.45,4.5,2.25,0.667,60,46,48,53.4,,,,,,,,,,,,,,,,,,,,,,,50,27,27,,27,剛爆發,False
ROK,Industrials,Rockwell Automation,2023-08-21,289.63,-8.64,6.39,5.32,2.1,0.667,63,48,47,55.3,,,,,,,,,,,,,,,,,,,,,,,51,27,27,,27,剛爆發,False
JBHT,Industrials,J.B. Hunt,2023-08-21,182.62,-8.51,10.44,2.7,1.83,0.667,61,35,49,50.8,,,,,,,,,,,,,,,,,,,,,,,52,27,27,,27,剛爆發,False
WM,Industrials,Waste Management,2023-08-21,151.22,-2.83,-1.4,5.59,1.74,0.333,38,71,46,49.5,,,,,,,,,,,,,,,,,,,,,,,53,27,27,,27,剛爆發,False
GD,Industrials,General Dynamics,2023-08-21,210.68,0.43,9.61,-2.45,1.28,0.667,21,38,61,34.1,,,,,,,,,,,,,,,,,,,,,,,54,27,27,,27,剛爆發,False
HII,Industrials,Huntington Ingalls Industries,2023-08-21,206.41,-4.63,9.19,0.18,1.23,0.667,51,41,56,49.0,,,,,,,,,,,,,,,,,,,,,,,55,27,27,,27,剛爆發,False
EXPD,Industrials,Expeditors International,2023-08-21,110.38,-10.15,-0.43,7.29,1.0,0.333,72,69,45,65.7,,,,,,,,,,,,,,,,,,,,,,,56,27,27,,27,剛爆發,False
OTIS,Industrials,Otis Worldwide,2023-08-21,79.91,-6.49,2.95,1.1,-0.33,0.667,54,58,54,55.2,,,,,,,,,,,,,,,,,,,,,,,57,27,27,,27,剛爆發,False
DOV,Industrials,Dover Corporation,2023-08-21,137.86,-2.07,4.5,-3.18,-0.98,0.333,30,52,65,43.6,,,,,,,,,,,,,,,,,,,,,,,58,27,27,,27,剛爆發,False
CSX,Industrials,CSX Corporation,2023-08-21,29.61,-8.55,0.68,1.24,-1.35,0.667,62,63,52,60.3,,,,,,,,,,,,,,,,,,,,,,,59,27,27,,27,剛爆發,False
ALLE,Industrials,Allegion,2023-08-21,105.72,-4.48,2.95,-2.02,-1.39,0.333,50,58,60,54.4,,,,,,,,,,,,,,,,,,,,,,,60,27,27,,27,剛爆發,False
CMI,Industrials,Cummins,2023-08-21,219.19,-9.67,9.92,-3.55,-1.71,0.333,69,36,66,58.5,,,,,,,,,,,,,,,,,,,,,,,61,27,27,,27,剛爆發,False
LMT,Industrials,Lockheed Martin,2023-08-21,416.23,0.47,1.27,-4.87,-2.0,0.667,20,62,68,42.2,,,,,,,,,,,,,,,,,,,,,,,62,27,27,,27,剛爆發,False
XYL,Industrials,Xylem Inc.,2023-08-21,97.53,-10.17,2.87,-0.87,-2.26,0.333,73,60,57,65.9,,,,,,,,,,,,,,,,,,,,,,,63,27,27,,27,剛爆發,False
EFX,Industrials,Equifax,2023-08-21,193.34,-2.36,-6.01,-0.9,-2.54,0.0,35,76,58,51.9,,,,,,,,,,,,,,,,,,,,,,,64,27,27,,27,剛爆發,False
DE,Industrials,Deere & Company,2023-08-21,374.45,-8.64,9.58,-5.94,-2.73,0.333,63,39,73,57.8,,,,,,,,,,,,,,,,,,,,,,,65,27,27,,27,剛爆發,False
UAL,Industrials,United Airlines Holdings,2023-08-21,48.94,-9.65,3.55,-2.53,-2.79,0.333,68,56,62,63.2,,,,,,,,,,,,,,,,,,,,,,,66,27,27,,27,剛爆發,False
HON,Industrials,Honeywell Technologies,2023-08-21,173.6,-4.03,-3.32,-1.95,-2.81,0.0,45,74,59,56.5,,,,,,,,,,,,,,,,,,,,,,,67,27,27,,27,剛爆發,False
LUV,Industrials,Southwest Airlines,2023-08-21,29.25,-7.36,5.85,-6.01,-3.38,0.333,59,50,74,59.3,,,,,,,,,,,,,,,,,,,,,,,68,27,27,,27,剛爆發,False
MMM,Industrials,3M,2023-08-21,76.52,-10.23,3.6,-5.42,-4.37,0.333,74,55,72,67.9,,,,,,,,,,,,,,,,,,,,,,,69,27,27,,27,剛爆發,False
UPS,Industrials,United Parcel Service,2023-08-21,144.51,-9.31,-0.68,-4.5,-4.75,0.0,67,70,67,67.9,,,,,,,,,,,,,,,,,,,,,,,70,27,27,,27,剛爆發,False
NSC,Industrials,Norfolk Southern,2023-08-21,198.48,-10.47,0.63,-5.1,-5.01,0.333,75,64,69,70.5,,,,,,,,,,,,,,,,,,,,,,,71,27,27,,27,剛爆發,False
CHRW,Industrials,C.H. Robinson,2023-08-21,87.45,-6.61,-3.25,-5.37,-5.15,0.0,55,73,71,63.6,,,,,,,,,,,,,,,,,,,,,,,72,27,27,,27,剛爆發,False
NOC,Industrials,Northrop Grumman,2023-08-21,410.47,-4.06,-1.57,-7.99,-5.4,0.0,46,72,75,59.6,,,,,,,,,,,,,,,,,,,,,,,73,27,27,,27,剛爆發,False
GNRC,Industrials,Generac,2023-08-21,114.94,-23.32,-0.42,-2.77,-7.32,0.0,77,68,64,71.7,,,,,,,,,,,,,,,,,,,,,,,74,27,27,,27,剛爆發,False
JCI,Industrials,Johnson Controls,2023-08-21,55.78,-15.41,-4.88,-5.32,-7.73,0.0,76,75,70,74.5,,,,,,,,,,,,,,,,,,,,,,,75,27,27,,27,剛爆發,False
LHX,Industrials,L3Harris,2023-08-21,168.19,-7.18,0.48,-14.05,-8.7,0.333,58,65,77,63.9,,,,,,,,,,,,,,,,,,,,,,,76,27,27,,27,剛爆發,False
RTX,Industrials,RTX Corporation,2023-08-21,80.04,-2.36,-8.56,-13.87,-9.66,0.0,35,77,76,55.8,,,,,,,,,,,,,,,,,,,,,,,77,27,27,,27,剛爆發,False
APP,Information Technology,AppLovin,2023-08-21,39.76,27.19,65.32,179.8,113.03,1.0,1,1,1,1.0,-17.07,-116.36,False,True,30.34,9.23,1.857,False,40.69,-2.29,4.0,27.19,11.0,9.0,4532145.0,2440566.0,1.222,1595600.0,2553810.0,4131126.0,0.386,100.0,1,1,28,6.4,1,,True
SMCI,Information Technology,Supermicro,2023-08-21,25.4,-24.08,15.87,158.72,77.31,0.667,72,8,2,38.8,20.72,-4.57,False,False,27.62,24.5,0.805,False,35.7,-28.86,4.27,-24.08,9.0,11.0,34339222.0,42641636.0,0.818,41026000.0,34838500.0,43765066.0,0.937,63.63,2,28,11,14.2,10,吃老本,True
NVDA,Information Technology,Nvidia,2023-08-21,45.93,-1.57,18.17,97.67,52.99,0.667,28,5,3,16.1,29.35,18.8,False,True,44.03,22.09,1.205,False,50.17,-8.45,6.28,-1.57,8.0,12.0,625432125.0,519115416.0,0.667,925341000.0,723870900.0,635129666.0,1.457,82.66,3,14,2,7.2,2,吃老本,True
ADBE,Information Technology,Adobe Inc.,2023-08-21,525.06,-0.72,26.4,63.8,38.32,0.667,21,2,5,12.1,3.22,3.25,False,True,509.77,6.9,1.102,False,552.94,-5.04,3.33,-0.72,9.0,11.0,2400222.0,2178400.0,0.818,2308300.0,2153320.0,2107533.0,1.095,82.46,4,17,8,10.0,6,吃老本,True
PLTR,Information Technology,Palantir Technologies,2023-08-21,14.53,-18.42,6.45,79.6,36.81,0.667,68,28,4,43.2,-0.79,25.03,False,False,16.11,14.77,0.711,False,20.24,-28.21,0.9,-18.42,10.0,9.0,67716050.0,95186000.0,1.111,55668900.0,59119470.0,74932906.0,0.743,68.43,5,27,20,16.8,15,吃老本,False
AKAM,Information Technology,Akamai Technologies,2023-08-21,102.82,8.64,13.53,41.41,26.25,1.0,4,11,7,6.7,5.94,6.01,False,True,94.49,4.69,1.054,False,107.47,-4.33,1.9,8.64,9.0,11.0,1962877.0,1862945.0,0.818,1406700.0,1953680.0,2242166.0,0.627,86.66,6,11,25,11.8,7,,True
AVGO,Information Technology,Broadcom,2023-08-21,82.16,-5.33,5.37,49.29,24.65,0.667,43,33,6,32.6,1.75,1.65,False,False,83.92,11.53,0.983,False,89.05,-7.73,3.15,-5.33,5.0,15.0,19644200.0,19983666.0,0.333,24181000.0,20661100.0,19801800.0,1.221,70.26,7,26,5,14.2,10,吃老本,True
DELL,Information Technology,Dell Technologies,2023-08-21,53.57,6.84,16.68,37.2,24.48,1.0,8,7,9,7.9,53.67,9.88,False,True,51.29,5.96,1.34,False,55.96,-4.27,2.33,6.84,9.0,11.0,3702333.0,2763245.0,0.818,2680900.0,2817430.0,3215460.0,0.834,90.76,8,7,16,9.2,4,,True
ANET,Information Technology,Arista Networks,2023-08-21,45.22,19.73,6.19,33.48,23.22,1.0,2,30,10,12.0,9.89,6.26,False,True,42.21,10.91,1.671,False,48.48,-6.71,0.2,19.73,13.0,7.0,15692800.0,9389942.0,1.857,6566800.0,10426040.0,9243013.0,0.71,100.0,9,1,22,8.4,3,剛爆發,True
ORCL,Information Technology,Oracle Corporation,2023-08-21,112.03,0.06,11.9,31.91,18.95,1.0,19,15,13,16.6,5.56,1.44,False,False,112.89,7.19,1.296,False,122.69,-8.68,-0.34,0.06,10.0,10.0,8199080.0,6326430.0,1.0,8758100.0,8626790.0,7743006.0,1.131,87.58,10,10,6,9.2,4,,True
LRCX,Information Technology,Lam Research,2023-08-21,64.28,-8.46,5.39,38.84,18.65,0.667,52,32,8,37.2,16.53,7.12,False,True,63.52,7.92,0.97,False,70.73,-9.12,1.12,-8.46,9.0,11.0,9449222.0,9743272.0,0.818,7601000.0,8908700.0,9171933.0,0.829,74.62,11,24,17,17.4,16,吃老本,True
INTU,Information Technology,Intuit,2023-08-21,506.93,1.41,24.26,24.07,18.45,1.0,14,3,22,12.3,14.91,5.0,False,True,471.05,8.87,1.167,False,509.63,-0.53,6.81,1.41,6.0,13.0,1395350.0,1195753.0,0.462,2457300.0,1393750.0,1253906.0,1.96,80.91,12,19,1,12.6,8,吃老本,True
INTC,Information Technology,Intel,2023-08-21,32.7,-9.4,15.07,33.28,18.06,0.667,54,9,11,31.9,546.43,72.19,False,False,33.35,11.01,0.818,False,36.45,-10.27,1.53,-9.4,11.0,9.0,29307945.0,35844122.0,1.222,27324800.0,32840510.0,31607120.0,0.865,77.62,13,22,12,16.4,14,吃老本,True
WDAY,Information Technology,"Workday, Inc.",2023-08-21,236.97,0.84,9.67,29.4,17.33,1.0,16,20,17,17.4,,,,,,,,,,,,,,,,,,,,,,,14,29,29,,29,吃老本,False
NOW,Information Technology,ServiceNow,2023-08-21,112.73,-1.03,4.87,32.44,17.18,0.667,23,36,12,24.7,15.81,16.36,False,True,112.63,7.99,0.947,False,122.87,-8.25,4.09,-1.03,10.0,10.0,5128650.0,5413500.0,1.0,3402000.0,4442950.0,4689533.0,0.725,82.59,15,15,21,16.2,13,,True
FICO,Information Technology,Fair Isaac,2023-08-21,851.89,3.26,7.61,27.92,16.68,1.0,10,26,19,16.6,7.88,-5.14,False,True,826.17,5.47,1.03,False,892.03,-4.5,0.68,3.26,9.0,11.0,142533.0,138427.0,0.818,73800.0,115500.0,120493.0,0.612,82.52,16,16,26,18.0,18,,True
AMAT,Information Technology,Applied Materials,2023-08-21,141.17,-4.78,6.33,30.31,15.54,0.667,41,29,15,32.2,8.88,9.49,False,True,139.36,10.9,1.19,False,149.56,-5.62,1.41,-4.78,8.0,12.0,5732237.0,4815791.0,0.667,4720600.0,6123560.0,5505566.0,0.857,78.53,17,21,14,18.0,18,,True
JBL,Information Technology,Jabil,2023-08-21,102.65,-5.17,12.81,24.03,13.92,0.667,42,13,23,29.5,6.57,1.75,False,False,107.09,6.69,0.948,False,114.53,-10.37,0.79,-5.17,8.0,12.0,834362.0,880550.0,0.667,944100.0,818580.0,843826.0,1.119,73.8,18,25,7,18.6,20,吃老本,True
KLAC,Information Technology,KLA Corporation,2023-08-21,47.09,-5.47,4.74,27.6,13.61,0.667,44,37,20,37.1,,,,,,,,,,,,,,,,,,,,,,,19,29,29,,29,吃老本,False
MSFT,Information Technology,Microsoft,2023-08-21,316.18,-4.35,-2.77,30.15,13.3,0.333,40,57,16,40.3,,,,,,,,,,,,,,,,,,,,,,,20,29,29,,29,吃老本,False
CSCO,Information Technology,Cisco,2023-08-21,51.46,6.93,12.56,16.63,13.19,1.0,7,14,32,14.1,7.68,3.25,False,True,48.44,6.59,1.048,False,52.18,-1.38,1.2,6.93,13.0,7.0,19034669.0,18164200.0,1.857,15731800.0,22698140.0,19998240.0,0.787,100.0,21,1,19,12.6,8,剛爆發,True
PANW,Information Technology,Palo Alto Networks,2023-08-21,115.38,-7.12,9.0,23.65,12.29,0.667,48,22,24,35.4,,,,,,,,,,,,,,,,,,,,,,,22,29,29,,29,吃老本,False
CRM,Information Technology,Salesforce,2023-08-21,205.91,-7.15,-2.77,29.14,12.09,0.333,49,57,18,45.2,,,,,,,,,,,,,,,,,,,,,,,23,29,29,,29,吃老本,False
CRWD,Information Technology,CrowdStrike,2023-08-21,37.4,-3.87,-2.95,27.54,12.07,0.333,36,59,21,39.9,,,,,,,,,,,,,,,,,,,,,,,24,29,29,,29,,False
ACN,Information Technology,Accenture,2023-08-21,301.8,1.02,5.37,20.5,11.85,1.0,15,33,30,23.4,5.08,-4.36,False,True,295.22,5.95,0.823,False,309.36,-2.44,5.22,1.02,9.0,11.0,1388022.0,1686272.0,0.818,1451500.0,1468080.0,1498653.0,0.969,79.38,25,20,10,20.0,21,,True
IBM,Information Technology,IBM,2023-08-21,133.46,2.49,14.07,14.14,11.21,1.0,12,10,36,16.2,8.93,9.73,False,True,126.07,4.01,1.004,False,135.54,-1.54,2.79,2.49,11.0,9.0,3903336.0,3888944.0,1.222,3660100.0,3444060.0,3591266.0,1.019,88.51,26,9,9,15.8,12,剛爆發,True
ROP,Information Technology,Roper Technologies,2023-08-21,484.9,0.49,10.12,15.83,10.57,1.0,18,19,34,21.5,,,,,,,,,,,,,,,,,,,,,,,27,29,29,,29,,False
SNPS,Information Technology,Synopsys,2023-08-21,442.24,-1.92,-0.56,22.07,10.42,0.333,30,52,27,36.0,,,,,,,,,,,,,,,,,,,,,,,28,29,29,,29,,False
CDNS,Information Technology,Cadence Design Systems,2023-08-21,232.51,-0.74,1.83,20.01,10.28,0.667,22,43,31,30.1,,,,,,,,,,,,,,,,,,,,,,,29,29,29,,29,,False
CTSH,Information Technology,Cognizant,2023-08-21,66.76,6.99,11.89,10.73,10.09,1.0,5,16,43,15.9,11.37,6.0,False,True,63.85,4.01,1.146,False,68.99,-3.24,1.83,6.99,10.0,10.0,4313900.0,3762760.0,1.0,2031600.0,3367230.0,3547800.0,0.573,89.99,30,8,27,20.6,22,剛爆發,True
APH,Information Technology,Amphenol,2023-08-21,42.12,-1.45,12.94,13.38,9.56,0.667,26,12,38,24.2,5.86,2.92,False,True,41.59,3.85,1.157,False,44.06,-4.41,1.26,-1.45,9.0,11.0,4296600.0,3713109.0,0.818,2954400.0,3616100.0,3655973.0,0.808,82.15,31,18,18,23.2,24,剛爆發,True
PTC,Information Technology,PTC Inc.,2023-08-21,144.85,-1.21,10.55,14.06,9.37,0.667,24,17,37,24.5,,,,,,,,,,,,,,,,,,,,,,,32,29,29,,29,,False
AAPL,Information Technology,Apple Inc.,2023-08-21,176.38,-8.67,1.95,22.08,9.36,0.667,53,41,26,44.0,,,,,,,,,,,,,,,,,,,,,,,33,29,29,,29,,False
ON,Information Technology,ON Semiconductor,2023-08-21,92.32,-12.15,6.58,21.03,9.12,0.667,62,27,28,44.7,,,,,,,,,,,,,,,,,,,,,,,34,29,29,,29,,False
NTAP,Information Technology,NetApp,2023-08-21,70.47,-3.26,7.71,15.96,9.09,0.667,34,25,33,31.1,,,,,,,,,,,,,,,,,,,,,,,35,29,29,,29,剛爆發,False
ADSK,Information Technology,Autodesk,2023-08-21,215.92,2.92,8.56,12.15,8.94,1.0,11,24,41,20.9,10.66,-0.55,False,True,208.12,10.47,1.116,False,234.99,-8.12,8.13,2.92,11.0,9.0,1438263.0,1288944.0,1.222,1933700.0,1467720.0,1435406.0,1.347,92.87,36,6,3,17.4,16,剛爆發,True
AMD,Information Technology,Advanced Micro Devices,2023-08-21,102.25,-9.48,-19.51,30.94,8.22,0.333,55,71,14,51.6,1.05,6.5,False,False,112.1,12.74,0.951,False,132.83,-23.02,-3.03,-9.48,10.0,10.0,68520360.0,72041890.0,1.0,74793100.0,61978960.0,60600586.0,1.234,74.74,37,23,4,24.8,25,剛爆發,True
FFIV,Information Technology,"F5, Inc.",2023-08-21,157.29,0.81,6.13,11.83,7.65,1.0,17,31,42,26.2,,,,,,,,,,,,,,,,,,,,,,,38,29,29,,29,剛爆發,False
CDW,Information Technology,CDW Corporation,2023-08-21,195.98,9.83,17.43,1.37,7.5,1.0,3,6,55,14.3,9.9,0.16,False,True,182.63,5.39,1.69,False,204.64,-4.23,2.14,9.83,12.0,8.0,769741.0,455587.0,1.5,300300.0,423220.0,469820.0,0.639,100.0,39,1,24,20.8,23,剛爆發,True
GEN,Information Technology,Gen Digital,2023-08-21,19.13,4.34,18.8,1.56,6.57,1.0,9,4,54,16.5,0.82,5.18,False,True,18.22,6.94,1.064,False,22.21,-13.86,-0.83,4.34,9.0,11.0,3972166.0,3734690.0,0.818,2538600.0,2874630.0,3665813.0,0.693,83.16,40,13,23,25.8,26,剛爆發,True
TYL,Information Technology,Tyler Technologies,2023-08-21,378.79,-3.04,-3.76,15.82,6.21,0.333,32,60,35,41.0,,,,,,,,,,,,,,,,,,,,,,,41,29,29,,29,剛爆發,False
DDOG,Information Technology,Datadog,2023-08-21,92.6,-17.46,-0.6,20.78,5.87,0.333,66,53,29,54.7,,,,,,,,,,,,,,,,,,,,,,,42,29,29,,29,剛爆發,False
FLEX,Information Technology,Flex Ltd.,2023-08-21,19.7,-3.11,0.89,12.48,5.68,0.667,33,46,39,38.1,,,,,,,,,,,,,,,,,,,,,,,43,29,29,,29,剛爆發,False
HPE,Information Technology,Hewlett Packard Enterprise,2023-08-21,15.38,-3.71,9.13,8.25,5.48,0.667,35,21,46,33.0,,,,,,,,,,,,,,,,,,,,,,,44,29,29,,29,剛爆發,False
NXPI,Information Technology,NXP Semiconductors,2023-08-21,185.96,-12.14,8.87,12.18,5.27,0.667,61,23,40,45.4,,,,,,,,,,,,,,,,,,,,,,,45,29,29,,29,剛爆發,False
TRMB,Information Technology,Trimble Inc.,2023-08-21,52.15,-1.73,10.51,0.71,2.55,0.667,29,18,57,31.3,,,,,,,,,,,,,,,,,,,,,,,46,29,29,,29,剛爆發,False
HPQ,Information Technology,HP Inc.,2023-08-21,27.28,-5.49,-0.61,7.45,2.2,0.333,45,54,47,48.1,,,,,,,,,,,,,,,,,,,,,,,47,29,29,,29,剛爆發,False
MRVL,Information Technology,Marvell Technology,2023-08-21,53.01,-17.58,-18.25,22.31,2.2,0.333,67,70,25,59.5,,,,,,,,,,,,,,,,,,,,,,,47,29,29,,29,剛爆發,False
MSI,Information Technology,Motorola Solutions,2023-08-21,269.82,-4.22,-1.73,7.18,2.11,0.333,39,56,48,45.9,,,,,,,,,,,,,,,,,,,,,,,49,29,29,,29,剛爆發,False
STX,Information Technology,Seagate Technology,2023-08-21,60.09,1.53,4.56,-0.33,1.36,0.667,13,38,61,30.1,28.52,-232.5,False,True,58.85,6.69,1.124,False,72.76,-17.42,0.11,1.53,10.0,10.0,2296410.0,2043400.0,1.0,1507300.0,1725680.0,1785060.0,0.844,85.63,50,12,15,27.8,28,剛爆發,True
IT,Information Technology,Gartner,2023-08-21,342.49,-2.39,-0.22,3.05,0.87,0.333,31,50,52,40.9,,,,,,,,,,,,,,,,,,,,,,,51,29,29,,29,剛爆發,False
TEL,Information Technology,TE Connectivity,2023-08-21,123.52,-9.48,5.25,3.5,0.69,0.667,55,35,50,48.0,,,,,,,,,,,,,,,,,,,,,,,52,29,29,,29,剛爆發,False
TDY,Information Technology,Teledyne Technologies,2023-08-21,408.55,6.94,2.83,-4.91,-0.01,0.667,6,40,66,28.2,0.57,2.19,False,True,401.18,6.44,0.969,False,448.71,-8.95,1.22,6.94,12.0,8.0,280525.0,289475.0,1.5,238700.0,273930.0,277433.0,0.86,94.11,53,5,13,25.8,26,剛爆發,True
TER,Information Technology,Teradyne,2023-08-21,102.6,-7.6,0.07,3.24,-0.26,0.667,50,49,51,49.9,,,,,,,,,,,,,,,,,,,,,,,54,29,29,,29,剛爆發,False
VRSN,Information Technology,Verisign,2023-08-21,202.67,-1.22,-8.96,3.71,-0.69,0.333,25,65,49,41.8,,,,,,,,,,,,,,,,,,,,,,,55,29,29,,29,剛爆發,False
MU,Information Technology,Micron Technology,2023-08-21,63.02,-10.51,-13.65,9.95,-1.06,0.333,60,69,44,59.5,,,,,,,,,,,,,,,,,,,,,,,56,29,29,,29,剛爆發,False
WDC,Information Technology,Western Digital,2023-08-21,29.71,-6.04,-0.55,0.97,-1.16,0.333,47,51,56,50.0,,,,,,,,,,,,,,,,,,,,,,,57,29,29,,29,剛爆發,False
GLW,Information Technology,Corning Inc.,2023-08-21,30.25,-3.94,3.78,-3.85,-1.96,0.333,37,39,63,42.8,,,,,,,,,,,,,,,,,,,,,,,58,29,29,,29,剛爆發,False
FSLR,Information Technology,First Solar,2023-08-21,177.45,-14.85,-12.05,9.43,-2.01,0.333,65,66,45,61.3,,,,,,,,,,,,,,,,,,,,,,,59,29,29,,29,剛爆發,False
TXN,Information Technology,Texas Instruments,2023-08-21,154.0,-5.92,-4.14,0.68,-2.18,0.333,46,62,58,53.2,,,,,,,,,,,,,,,,,,,,,,,60,29,29,,29,剛爆發,False
MCHP,Information Technology,Microchip Technology,2023-08-21,74.03,-14.31,1.87,0.62,-2.8,0.667,63,42,59,55.9,,,,,,,,,,,,,,,,,,,,,,,61,29,29,,29,剛爆發,False
