Date,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
2026-09-04,00640L,富邦日本正2,73329,7911011,107.75,108.50,107.45,108.50,0.8000,70
2026-09-04,00641R,富邦日本反1,323098,1185720,3.67,3.69,3.66,3.67,0.0000,32
2026-09-04,00642U,期元大S&P石油,3122901,94894171,30.30,30.47,30.26,30.27,0.3200,852
2026-09-04,00643,群益深証中小,1701391,30829540,18.23,18.28,18.10,18.14,0.0800,118
2026-09-04,00643K,群益深証中小+R,5000,19150,3.83,3.83,3.83,3.83,0.0000,1
2026-09-04,00645,富邦日本,112772,6525099,57.80,58.05,57.80,58.00,0.2500,207
2026-09-04,00646,元大S&P500,6044591,468209891,77.30,77.60,77.25,77.55,1.0500,2649
2026-09-04,00647L,元大S&P500正2,125162,17565550,140.15,140.50,140.15,140.50,3.3000,63
2026-09-04,00648R,元大S&P500反1,1106836,4305311,3.88,3.90,3.88,3.88,-0.0600,85
2026-09-04,00650L,復華香港正2,4244947,74089073,17.04,17.61,17.04,17.48,0.7200,949
2026-09-04,00651R,復華香港反1,224810,1146134,5.12,5.12,5.09,5.11,-0.1000,58
2026-09-04,00652,富邦印度,69546,2298934,33.10,33.13,33.02,33.05,-0.0900,171
2026-09-04,00653L,富邦印度正2,30787,1407635,45.75,45.88,45.60,45.88,0.1300,30
2026-09-04,00654R,富邦印度反1,92000,621920,6.76,6.76,6.76,6.76,0.0200,2
2026-09-04,00655L,國泰中國A50正2,483744,16442261,33.51,34.20,33.51,34.00,0.9300,188
2026-09-04,00656R,國泰中國A50反1,12824,74904,5.84,5.84,5.84,5.84,-0.0800,10
2026-09-04,00657,國泰日經225,24787,1892794,76.20,76.85,76.15,76.50,1.5500,84
2026-09-04,00657K,國泰日經225+U,200,4846,24.23,24.23,24.23,24.23,0.2900,2
2026-09-04,00660,元大歐洲50,4134,192524,46.66,46.67,46.66,46.67,0.0000,101
2026-09-04,00661,元大日經225,37681,3162077,83.60,84.15,83.60,84.15,1.3500,152
2026-09-04,00662,富邦NASDAQ,1734089,208491540,120.00,120.55,120.00,120.55,2.1000,1825
2026-09-04,00663L,國泰臺灣加權正2,4246769,446334951,105.55,106.45,103.55,106.25,3.9500,2264
2026-09-04,00664R,國泰臺灣加權反1,10522218,16768637,1.59,1.61,1.58,1.59,-0.0200,772
2026-09-04,00665L,富邦恒生國企正2,14509570,139268784,9.38,9.71,9.38,9.63,0.3700,1389
2026-09-04,00666R,富邦恒生國企反1,542150,4816812,8.98,8.98,8.88,8.94,-0.1500,47
2026-09-04,00668,國泰美國道瓊,41042,2556151,62.20,62.35,62.20,62.35,0.8000,78
2026-09-04,00668K,國泰美國道瓊+U,200,3932,19.66,19.66,19.66,19.66,0.2400,2
2026-09-04,00669R,國泰美國道瓊反1,482266,2485712,5.16,5.16,5.14,5.16,-0.0500,89
2026-09-04,00670L,富邦NASDAQ正2,562287,112370283,199.50,201.10,199.30,200.95,7.2500,705
2026-09-04,00671R,富邦NASDAQ反1,5432213,13154942,2.43,2.43,2.42,2.42,-0.0500,182
2026-09-04,00673R,期元大S&P原油反1,67217771,753453129,11.23,11.26,11.16,11.26,-0.1400,6196
2026-09-04,00674R,期元大S&P黃金反1,103167,2819387,27.29,27.36,27.28,27.36,-0.2600,59
2026-09-04,00675L,富邦臺灣加權正2,1196569,380181455,319.95,322.75,313.60,322.05,12.0500,1218
2026-09-04,00676R,富邦臺灣加權反1,7649150,41704178,5.43,5.48,5.42,5.44,-0.0800,534
2026-09-04,00678,群益那斯達克生技,438840,19569296,44.44,44.65,44.43,44.65,0.2500,124
2026-09-04,00680L,元大美債20正2,9368617,59980593,6.41,6.42,6.38,6.42,0.0200,350
2026-09-04,00681R,元大美債20反1,195000,4234500,21.78,21.78,21.70,21.70,-0.0600,6
2026-09-04,00682U,期元大美元指數,2152,43961,20.44,20.44,20.41,20.41,0.0000,4
2026-09-04,00683L,期元大美元指正2,11171,237103,21.23,21.23,21.20,21.22,-0.2000,7
2026-09-04,00684R,期元大美元指反1,21,322,,,,,0.0000,1
2026-09-04,00685L,群益臺灣加權正2,211518705,2538787841,12.07,12.16,11.82,12.13,0.4400,28250
2026-09-04,00686R,群益臺灣加權反1,6266737,6093090,0.98,0.98,0.97,0.98,0.0000,193
2026-09-04,00688L,國泰20年美債正2,3196509,20442692,6.39,6.41,6.37,6.40,0.0100,139
2026-09-04,00689R,國泰20年美債反1,205131,4664580,22.74,22.74,22.72,22.72,-0.0100,7
2026-09-04,00690,兆豐藍籌30,294434,23320546,79.05,79.70,78.60,79.70,1.9000,532
2026-09-04,00692,富邦公司治理,523566,48154447,92.05,92.55,91.55,92.55,1.3500,849
2026-09-04,00693U,期街口S&P黃豆,1746893,41731654,23.87,23.97,23.80,23.89,-0.0300,348
2026-09-04,00700,富邦恒生國企,181391,3192607,17.45,17.65,17.45,17.55,0.3800,122
2026-09-04,00701,國泰股利精選30,777460,31034952,39.63,40.14,39.61,40.08,0.4800,660
2026-09-04,00702,國泰標普低波高息,102193,2551667,24.98,24.98,24.97,24.97,0.0500,68
2026-09-04,00703,台新MSCI中國,37006,724944,19.32,19.65,19.32,19.62,0.3000,107
2026-09-04,00706L,期元大S&P日圓正2,4018432,79027030,19.75,19.76,19.57,19.59,0.3000,812
2026-09-04,00707R,期元大S&P日圓反1,1000,31620,31.62,31.62,31.62,31.62,0.0000,1
2026-09-04,00708L,期元大S&P黃金正2,4938548,413398239,84.15,84.15,83.35,83.55,1.5000,2488
2026-09-04,00709,富邦歐洲,5222,213684,40.94,40.94,40.92,40.92,0.2400,116
2026-09-04,00710B,復華彭博非投等債,180258,3444242,19.08,19.12,19.08,19.10,0.0100,56
2026-09-04,00711B,復華彭博新興債,114792,1783916,15.55,15.56,15.54,15.56,0.0200,91
2026-09-04,00712,復華富時不動產,20471502,177489039,8.64,8.69,8.64,8.68,0.0400,3482
2026-09-04,00713,元大台灣高息低波,4445604,281373274,63.20,63.50,62.95,63.45,0.3500,3692
2026-09-04,00714,群益道瓊美國地產,147290,3201499,21.75,21.75,21.73,21.73,0.2200,21
2026-09-04,00715L,期街口布蘭特正2,4524464,259649820,57.30,57.85,56.95,57.00,0.9500,1492
2026-09-04,00717,富邦美國特別股,166564,2440760,14.66,14.70,14.64,14.70,0.0600,184
2026-09-04,00728,第一金工業30,232388,16101916,68.75,69.65,68.45,69.65,1.6000,279
2026-09-04,00730,富邦臺灣優質高息,76271,2189163,28.59,29.00,28.40,29.00,0.6000,204
2026-09-04,00731,復華富時高息低波,605279,59039593,97.30,98.40,96.95,98.40,1.2500,192
2026-09-04,00733,富邦臺灣中小,1102185,73601498,66.75,67.40,65.50,67.35,2.4000,636
2026-09-04,00735,國泰臺韓科技,1616183,166556471,103.00,104.10,102.05,104.05,3.4500,1522
2026-09-04,00736,國泰新興市場,159071,5064955,31.81,31.91,31.81,31.91,0.2800,15
2026-09-04,00737,國泰AI機器人,126547,5129098,40.29,40.66,40.29,40.63,0.6000,110
2026-09-04,00738U,期元大道瓊白銀,2290311,121570147,53.30,53.40,52.85,52.95,0.7500,997
2026-09-04,00739,元大MSCI A股,96615,2681884,27.78,27.86,27.70,27.73,0.2900,79
2026-09-04,00752,中信中國50,863885,20019273,22.85,23.25,22.85,23.17,0.3800,394
2026-09-04,00753L,中信中國50正2,11996940,113547298,9.28,9.53,9.28,9.48,0.3500,1368
2026-09-04,00757,統一FANG+,735304,103833944,140.95,141.70,140.90,141.55,3.3000,1666
2026-09-04,00762,元大全球AI,439017,49599896,112.45,113.45,112.20,113.35,3.2500,346
2026-09-04,00763U,期街口道瓊銅,352821,12312387,34.87,35.02,34.79,34.80,0.4300,148
2026-09-04,00770,國泰北美科技,967694,65686624,68.25,68.25,67.65,68.15,1.1500,697
2026-09-04,00771,元大US高息特別股,18986,289593,15.25,15.27,15.23,15.23,-0.0200,67
2026-09-04,00775B,台新投等債15+,160033,4929019,30.80,30.80,30.80,30.80,-0.0600,5
2026-09-04,00783,富邦中証500,59594,1663760,27.93,27.96,27.80,27.80,0.0400,76
2026-09-04,00830,國泰費城半導體,5222790,419888680,80.20,80.95,80.10,80.95,1.5500,5016
2026-09-04,00850,元大臺灣ESG永續,1018796,94080563,92.00,92.75,91.75,92.65,1.6000,920
2026-09-04,00851,台新全球AI,45858,3224949,70.15,70.45,70.15,70.30,0.9000,90
2026-09-04,00852L,國泰美國道瓊正2,406503,14631542,36.00,36.01,35.94,36.01,0.8500,44
2026-09-04,00861,元大全球未來通訊,45835,3843295,83.25,85.00,83.25,84.25,1.7500,224
2026-09-04,00865B,國泰US短期公債,2092693,101894745,48.71,48.72,48.65,48.71,0.0000,522
2026-09-04,00875,國泰網路資安,100223,5334683,53.20,53.35,53.15,53.35,1.1500,164
2026-09-04,00876,元大全球5G,151616,12842604,84.55,85.45,84.45,85.00,1.3000,349
2026-09-04,00878,國泰永續高股息,58017725,1971994187,33.90,34.13,33.81,34.11,0.5300,18668
2026-09-04,00881,國泰台灣科技龍頭,16314746,817599489,50.40,50.60,49.79,50.35,0.5500,7078
2026-09-04,00882,中信中國高股息,5421339,81859822,15.05,15.14,15.04,15.09,0.1300,1184
2026-09-04,00885,富邦越南,4581590,86035431,18.55,18.90,18.51,18.83,0.3000,1339
2026-09-04,00891,中信關鍵半導體,7513202,261527193,34.98,35.08,34.55,34.96,0.5800,3368
2026-09-04,00892,富邦台灣半導體,3403649,138556184,41.05,41.10,40.43,40.90,0.6100,654
2026-09-04,00893,國泰智能電動車,627091,26640195,42.27,42.61,42.27,42.59,0.8800,379
2026-09-04,00894,中信小資高價30,372991,17573213,47.64,47.70,46.65,47.42,0.8200,647
2026-09-04,00895,富邦未來車,443553,22201553,50.30,50.30,49.95,50.20,1.1000,363
2026-09-04,00896,中信綠能及電動車,10022950,283252850,28.26,28.49,28.04,28.40,0.5400,3043
2026-09-04,00897,富邦基因免疫生技,756048,10113174,13.32,13.39,13.32,13.38,0.0800,265
2026-09-04,00898,國泰基因免疫革命,1019454,11230898,11.00,11.05,10.99,11.02,0.0500,267
2026-09-04,00899,FT潔淨能源,19996,462007,23.08,23.20,23.08,23.09,0.1400,122
2026-09-04,00900,富邦特選高股息30,9301609,182853168,19.64,19.78,19.55,19.75,0.2200,1997
2026-09-04,00901,永豐智能車供應鏈,221803,10213535,46.30,46.39,45.79,46.39,0.8900,156
2026-09-04,00902,中信電池及儲能,326870,4297626,13.21,13.21,13.11,13.17,0.1600,246
2026-09-04,00903,富邦元宇宙,278558,5924875,21.00,21.30,21.00,21.30,0.3500,170
2026-09-04,00904,台新臺灣半導體30,688884,27883070,40.58,40.78,40.19,40.53,0.5200,480
2026-09-04,00905,FT臺灣Smart,507250,13338577,26.35,26.47,26.10,26.41,0.3400,536
2026-09-04,00907,永豐優息存股,632573,11165098,17.61,17.74,17.58,17.74,0.1300,310
2026-09-04,00908,富邦入息REITs+,49884,761303,15.20,15.27,15.20,15.26,0.0600,58
2026-09-04,00909,國泰數位支付服務,4206663,203916999,48.34,48.68,48.33,48.66,3.8000,2919
2026-09-04,00910,第一金太空衛星,509001,28819209,56.55,57.05,56.35,57.05,0.5500,1078
2026-09-04,00911,兆豐洲際半導體,728018,36827025,50.70,50.95,50.25,50.95,0.7500,457
2026-09-04,00912,中信臺灣智慧50,80235,2807676,34.63,35.15,34.63,35.15,0.5300,208
2026-09-04,00913,兆豐台灣晶圓製造,689909,32628467,47.56,47.60,46.81,47.60,0.8800,429
2026-09-04,00915,凱基優選高股息30,2034188,66249834,32.46,32.72,32.40,32.64,0.3600,882
2026-09-04,00916,國泰全球品牌50,1597171,43313782,27.00,27.21,26.99,27.19,0.4800,641
2026-09-04,00917,中信特選金融,458126,11102769,24.17,24.27,24.11,24.27,0.3300,262
2026-09-04,00918,大華優利高填息30,59428621,2121906080,35.84,35.88,35.58,35.88,0.4200,15895
2026-09-04,00919,群益台灣精選高息,79166055,2603240195,32.70,33.02,32.66,33.02,0.5000,26169
2026-09-04,00920,富邦ESG綠色電力,95394,2346275,24.98,24.98,24.51,24.65,0.6700,182
2026-09-04,00921,兆豐龍頭等權重,766852,18843068,24.57,24.73,24.40,24.73,0.3100,433
2026-09-04,00922,國泰台灣領袖50,5169022,216957021,42.04,42.20,41.68,42.13,0.7000,2410
2026-09-04,00923,群益台ESG低碳50,3087750,123583649,40.16,40.24,39.69,40.14,0.6200,1830
2026-09-04,00924,復華S&P500成長,1412462,46971667,33.08,33.30,33.08,33.29,0.5000,857
2026-09-04,00926,凱基全球菁英55,114290,3035020,26.31,26.59,26.31,26.59,0.3200,180
2026-09-04,00927,群益半導體收益,7506879,274954982,36.81,36.90,36.36,36.80,0.5700,3049
2026-09-04,00929,復華台灣科技優息,24816752,724356937,29.30,29.43,28.91,29.40,0.5100,8610
2026-09-04,00930,永豐ESG低碳高息,1666396,40335572,24.28,24.31,24.10,24.31,0.3100,516
2026-09-04,00932,兆豐永續高息等權,470427,8229923,17.48,17.55,17.40,17.55,0.1500,208
2026-09-04,00934,中信成長高股息,2354992,71537512,30.44,30.65,30.04,30.56,0.5600,924
2026-09-04,00935,野村臺灣新科技50,8856362,516982120,58.80,58.95,57.70,58.65,1.2000,3952
2026-09-04,00936,台新永續高息中小,656540,14041720,21.40,21.50,21.24,21.42,0.1500,307
2026-09-04,00938,凱基優選30,1180487,31081417,26.10,26.46,26.10,26.46,0.3600,197
2026-09-04,00939,統一台灣高息動能,3612189,85803519,23.69,23.89,23.60,23.89,0.3200,976
2026-09-04,00940,元大台灣價值高息,23896929,309705274,12.89,13.03,12.85,13.01,0.2300,4884
2026-09-04,00941,中信上游半導體,546765,13479753,24.51,24.76,24.51,24.73,0.2500,554
2026-09-04,00943,兆豐電子高息等權,149191,3181404,21.28,21.50,21.15,21.50,0.3600,112
2026-09-04,00944,野村趨勢動能高息,217376,4648974,21.34,21.50,21.30,21.50,0.3400,176
2026-09-04,00945B,凱基美國非投等債,2926460,42196559,14.41,14.43,14.41,14.43,0.0200,342
2026-09-04,00946,群益科技高息成長,2988467,46185157,15.39,15.60,15.34,15.55,0.3100,774
2026-09-04,00947,台新臺灣IC設計,3775424,140534357,37.10,37.77,36.69,37.43,0.7400,1670
2026-09-04,00949,復華日本龍頭,327191,7201225,21.90,22.04,21.90,22.01,0.1900,241
2026-09-04,00951,台新日本半導體,1814732,30642394,16.85,17.02,16.75,17.00,0.6100,660
2026-09-04,00952,凱基台灣AI50,2619576,48153052,18.08,18.53,18.08,18.53,0.5200,485
2026-09-04,00953B,群益優選非投等債,25453254,243594106,9.57,9.58,9.56,9.57,0.0100,3506
2026-09-04,00954,中信日本半導體,1811109,32606679,18.00,18.13,17.89,18.12,0.6400,490
2026-09-04,00956,中信日經高股息,141670,1936343,13.74,13.74,13.64,13.66,0.0100,143
2026-09-04,00960,野村全球航運龍頭,592637,12603301,21.50,21.50,21.18,21.27,-0.0500,2593
2026-09-04,00961,FT臺灣永續高息,25097594,340173428,13.55,13.60,13.49,13.60,0.1800,4434
2026-09-04,00962,台新AI優息動能,3303028,51404306,15.52,15.67,15.45,15.66,0.3800,817
2026-09-04,00963,中信全球高股息,284227,3769199,13.27,13.30,13.24,13.30,0.0800,241
2026-09-04,00964,中信亞太高股息,1241241,18608688,14.99,15.04,14.95,15.04,0.1700,279
2026-09-04,00965,元大航太防衛科技,991624,24996133,25.15,25.24,25.15,25.24,0.3200,565
2026-09-04,00971,野村美國研發龍頭,417708,7371800,17.50,17.72,17.50,17.72,0.3300,175
2026-09-04,00972,野村日本動能高息,103557,2298498,22.24,22.24,22.15,22.18,-0.0900,42
2026-09-04,009800,中信NASDAQ,864536,11259842,13.04,13.07,12.99,13.07,0.2500,385
2026-09-04,009801,中信美國創新科技,546021,6125359,11.19,11.25,11.19,11.25,0.2100,263
2026-09-04,009802,富邦旗艦50,8272408,166211965,20.16,20.25,19.91,20.23,0.4600,1983
2026-09-04,009803,玉山市值動能50,4958157,109104109,22.09,22.16,21.87,22.14,0.3600,1882
2026-09-04,009804,聯邦台精彩50,1607477,36788852,23.00,23.10,22.77,23.07,0.4300,335
2026-09-04,009805,台新美國電力基建,5648064,84713593,14.95,15.04,14.95,15.04,0.2600,1553
2026-09-04,009808,華南永昌優選50,132476,4122731,31.00,31.28,30.99,31.28,0.5100,64
2026-09-04,009809,富邦淨零ESG50,607688,10909109,17.87,18.01,17.83,17.98,0.2600,71
2026-09-04,00980A,主動野村臺灣優選,7003637,171550562,24.72,24.77,24.16,24.72,0.5100,2210
2026-09-04,009810,玉山全球藍籌100,103445,2223861,21.35,21.52,21.32,21.52,0.2700,54
2026-09-04,009811,統一美國50,1153954,15455101,13.40,13.42,13.35,13.41,0.2300,365
2026-09-04,009812,野村日本東證,383303,4989291,13.03,13.05,12.99,13.03,0.1400,129
2026-09-04,009813,貝萊德標普卓越50,2709003,30786400,11.33,11.40,11.33,11.40,0.1800,394
2026-09-04,009816,凱基台灣TOP50,74456140,1176784208,15.82,15.90,15.72,15.90,0.2800,16985
2026-09-04,009817,國泰日本不動產,1028628,9348472,9.08,9.11,9.07,9.10,0.0700,151
2026-09-04,009818,華南永昌NASDAQxT,287962,5762453,19.74,20.06,19.74,20.05,0.4000,108
2026-09-04,009819,中信數據及電力,2814908,27333597,9.64,9.75,9.64,9.74,0.1400,1041
2026-09-04,00981A,主動統一台股增長,113174114,3344033416,29.77,29.86,29.16,29.77,0.6400,31157
2026-09-04,00981T,平衡凱基雙核收息,1903588,22522891,11.80,11.85,11.80,11.85,0.0600,210
2026-09-04,009820,元大納斯達克精選,4648045,45544876,9.73,9.83,9.73,9.82,0.1600,553
2026-09-04,009821,野村稀土關鍵資源,4356701,66002172,15.14,15.20,15.12,15.15,0.2400,1332
2026-09-04,009824,群益美國科技巨頭,14937916,151042204,10.09,10.16,10.08,10.15,0.1800,2141
2026-09-04,009826,貝萊德世界股票,6794962,68826397,10.11,10.16,10.10,10.16,0.1100,2236
2026-09-04,009827,玉山未來全球算力,16071928,162439251,10.05,10.20,10.04,10.20,0.2700,2682
2026-09-04,009828,中信台日韓PCB,103246680,964269916,9.50,9.50,9.18,9.43,0.1000,18450
2026-09-04,009829,大華韓國KOSPI50,19781160,205442155,10.33,10.55,10.25,10.50,0.4700,2099
2026-09-04,00982A,主動群益台灣強棒,15056672,342976406,22.95,23.03,22.39,22.96,0.5500,4100
2026-09-04,00982D,主動富邦動態入息,164573,1589833,9.68,9.68,9.64,9.66,0.0100,107
2026-09-04,00982T,平衡兆豐台美動能,111691,1753245,15.65,15.76,15.65,15.76,0.2300,59
2026-09-04,00983A,主動中信ARK創新,1855821,23596588,12.62,12.76,12.62,12.75,0.5400,654
2026-09-04,00983D,主動富邦複合收益,572841,5642731,9.87,9.87,9.84,9.86,0.0100,138
2026-09-04,00984A,主動安聯台灣高息,3896284,60571104,15.60,15.68,15.38,15.64,0.1700,1465
2026-09-04,00984D,主動聯博全球非投,23199067,229515923,9.91,9.91,9.89,9.90,-0.0100,2150
2026-09-04,00985A,主動野村台灣50,3380128,77881484,23.26,23.26,22.86,23.23,0.3900,1004
2026-09-04,00985B,群益ESG投等債0-5,6483604,65728394,10.14,10.15,10.12,10.15,0.0200,396
2026-09-04,00986A,主動台新龍頭成長,148958,2116305,14.20,14.26,14.18,14.25,0.2100,112
2026-09-04,00987A,主動台新優勢成長,1287588,21015215,16.53,16.55,16.03,16.40,0.2300,446
2026-09-04,00988A,主動統一全球創新,24690800,392560730,15.85,16.00,15.76,15.99,0.4600,6497
2026-09-04,00989A,主動摩根美國科技,741356,12549047,16.93,16.99,16.88,16.99,0.4600,161
2026-09-04,00990A,主動元大AI新經濟,35645099,529864644,14.86,15.22,14.77,14.96,0.3100,6437
2026-09-04,00991A,主動復華未來50,60208108,1056753053,17.70,17.79,17.24,17.73,0.4200,12336
2026-09-04,00991B,貝萊德A級公司債,835419,12330497,14.75,14.77,14.75,14.77,0.0000,22
2026-09-04,00992A,主動群益科技創新,41302146,753328429,18.46,18.49,17.94,18.47,0.4300,6496
2026-09-04,00993A,主動安聯台灣,2949755,38984817,13.35,13.39,13.03,13.34,0.2600,860
2026-09-04,00994A,主動第一金台股優,3821903,64107423,16.89,16.95,16.54,16.91,0.3300,765
2026-09-04,00995A,主動中信台灣卓越,3506619,60377569,17.37,17.37,16.96,17.25,0.2500,638
2026-09-04,00996A,主動兆豐台灣豐收,3728657,51503233,13.96,13.98,13.61,13.94,0.3400,641
2026-09-04,00997A,主動群益美國增長,7450875,81375020,10.97,10.98,10.87,10.97,0.1700,1501
2026-09-04,00999A,主動野村臺灣高息,16357713,187924984,11.56,11.59,11.38,11.54,0.1800,3028
2026-09-04,01001T,土銀富邦R1,169180,1894791,11.23,11.23,11.15,11.15,-0.0800,19
2026-09-04,01002T,土銀國泰R1,58000,754700,13.01,13.02,13.01,13.01,0.0000,17
2026-09-04,01004T,土銀富邦R2,79000,794840,10.06,10.10,10.05,10.06,0.0000,34
2026-09-04,01007T,兆豐國泰R2,88000,991540,11.26,11.29,11.26,11.26,-0.1000,63
2026-09-04,01009T,王道圓滿R1,18000,102100,5.68,5.68,5.66,5.68,0.0000,9
2026-09-04,01010T,京城樂富R1,95000,950000,10.00,10.00,10.00,10.00,0.0000,17
2026-09-04,020000,富邦特選蘋果N,102000,3163390,31.22,31.25,30.83,31.18,0.1400,33
2026-09-04,020011,統一微波高息20N,,,,,,,0.0000,
2026-09-04,020012,富邦行動通訊N,,,,,,,0.0000,
2026-09-04,02001L,富邦蘋果正二N,115000,15743900,138.85,139.10,134.70,138.05,6.3500,42
2026-09-04,020020,元大台股領航N,16000,461600,28.71,28.95,28.71,28.95,0.3000,9
2026-09-04,020028,元大特選電動車N,10000,213000,21.30,21.30,21.30,21.30,-0.1400,1
2026-09-04,020029,元大ESG高股息N,4000,77780,19.43,19.45,19.43,19.45,-0.0400,3
2026-09-04,020030,統一智慧電動車N,24000,473930,19.57,19.80,19.57,19.80,0.1600,5
2026-09-04,020031,統一IC設計臺灣N,,,,,,,0.0000,
2026-09-04,020032,元大綠能N,,,,,,,0.0000,
2026-09-04,020034,元大IC設計N,57000,873710,15.53,15.53,15.16,15.37,-0.1600,22
2026-09-04,020036,元大金融配息N,,,,,,,0.0000,
2026-09-04,020037,元大金融高股息N,6000,76860,12.76,12.82,12.76,12.82,0.0000,2
2026-09-04,020038,元大ESG配息N,1000,14960,14.96,14.96,14.96,14.96,-0.0900,1
2026-09-04,020039,元大加權N,2000,29570,14.77,14.80,14.77,14.80,0.0000,2
2026-09-04,1101,台泥,18895624,462918305,24.60,24.70,24.35,24.60,0.1500,5687
2026-09-04,1101B,台泥乙特,8289,360438,43.50,43.50,43.45,43.45,-0.1500,48
2026-09-04,1102,亞泥,4402567,154067883,35.20,35.25,34.75,35.10,-0.1000,2309
2026-09-04,1103,嘉泥,225637,2987742,13.25,13.30,13.20,13.30,0.0500,180
2026-09-04,1104,環泥,683091,18842309,27.80,27.80,27.45,27.70,-0.1000,787
2026-09-04,1108,幸福,426229,4938995,11.60,11.65,11.50,11.65,0.0500,170
2026-09-04,1109,信大,90488,1221913,13.50,13.55,13.45,13.50,0.0500,72
2026-09-04,1110,東泥,207934,3365271,16.00,16.35,16.00,16.30,0.2000,183
2026-09-04,1201,味全,455494,5548007,12.15,12.25,12.10,12.25,0.1000,296
2026-09-04,1203,味王,25709,1138878,43.65,45.35,43.65,44.70,1.5000,60
2026-09-04,1210,大成,926251,48241362,51.90,52.30,51.70,52.20,0.4000,784
2026-09-04,1213,大飲,5301,40138,7.47,7.70,7.47,7.70,0.2300,10
2026-09-04,1215,卜蜂,399725,43844378,110.00,110.50,108.50,110.50,0.5000,630
2026-09-04,1216,統一,6727435,507895823,75.80,75.80,75.10,75.60,0.0000,3269
2026-09-04,1217,愛之味,402005,4002902,9.96,9.99,9.93,9.95,-0.0100,395
2026-09-04,1218,泰山,757854,10931005,14.45,14.50,14.35,14.45,0.1000,309
2026-09-04,1219,福壽,142231,1644204,11.50,11.60,11.45,11.60,0.1000,127
