日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-24,未含金融電子報酬指數,40600.85,+,139.74,0.35,
2026-09-24,小型股300報酬指數,20974.67,+,39.10,0.19,
2026-09-24,水泥類報酬指數,290.97,-,3.35,-1.14,
2026-09-24,食品類報酬指數,3406.75,-,28.49,-0.83,
2026-09-24,塑膠類報酬指數,776.60,+,26.96,3.60,
2026-09-24,紡織纖維類報酬指數,883.42,+,0.99,0.11,
2026-09-24,電機機械類報酬指數,892.84,+,1.24,0.14,
2026-09-24,電器電纜類報酬指數,185.71,-,0.31,-0.17,
2026-09-24,化學生技醫療類報酬指數,276.76,-,3.79,-1.35,
2026-09-24,化學類報酬指數,367.76,-,2.52,-0.68,
2026-09-24,生技醫療類報酬指數,136.16,-,2.28,-1.65,
2026-09-24,玻璃陶瓷類報酬指數,179.28,+,2.84,1.61,
2026-09-24,造紙類報酬指數,463.24,-,1.45,-0.31,
2026-09-24,鋼鐵類報酬指數,229.21,+,1.95,0.86,
2026-09-24,橡膠類報酬指數,351.08,-,1.34,-0.38,
2026-09-24,汽車類報酬指數,524.61,-,4.75,-0.90,
2026-09-24,電子工業類報酬指數,6324.22,-,18.77,-0.30,
2026-09-24,半導體類報酬指數,3128.72,-,20.66,-0.66,
2026-09-24,電腦及週邊設備類報酬指數,1183.72,+,8.34,0.71,
2026-09-24,光電類報酬指數,123.21,+,0.49,0.40,
2026-09-24,通信網路類報酬指數,557.59,+,0.51,0.09,
2026-09-24,電子零組件類報酬指數,1960.12,+,22.38,1.15,
2026-09-24,電子通路類報酬指數,1084.85,+,9.28,0.86,
2026-09-24,資訊服務類報酬指數,660.38,+,1.72,0.26,
2026-09-24,其他電子類報酬指數,521.39,-,5.99,-1.14,
2026-09-24,建材營造類報酬指數,1060.49,-,7.11,-0.67,
2026-09-24,航運類報酬指數,481.40,-,0.42,-0.09,
2026-09-24,觀光餐旅類報酬指數,162.76,-,0.12,-0.07,
2026-09-24,金融保險類報酬指數,7078.63,-,60.68,-0.85,
2026-09-24,貿易百貨類報酬指數,420.71,-,1.46,-0.35,
2026-09-24,油電燃氣類報酬指數,202.30,-,0.15,-0.07,
2026-09-24,綠能環保類報酬指數,148.08,+,0.86,0.58,
2026-09-24,數位雲端類報酬指數,43.54,-,0.45,-1.02,
2026-09-24,運動休閒類報酬指數,65.48,-,0.12,-0.18,
2026-09-24,居家生活類報酬指數,116.68,-,0.49,-0.42,
2026-09-24,其他類報酬指數,540.13,-,1.63,-0.30,
2026-09-24,臺灣生技報酬指數,4844.74,-,77.92,-1.58,
2026-09-24,臺灣中小型公司治理報酬指數,28834.00,+,7.01,0.02,
2026-09-24,臺灣IPO報酬指數,10831.72,-,82.39,-0.75,
2026-09-24,加權指數掩護性臺指買權價外5%報酬指數,18137.32,-,31.93,-0.18,
2026-09-24,臺灣企業社會責任中小型報酬指數,22069.75,+,52.32,0.24,
2026-09-24,特選臺灣電動車代表報酬指數,27684.54,+,29.07,0.11,
2026-09-24,臺灣科技龍頭通訊報酬指數,32458.07,-,88.07,-0.27,
2026-09-24,臺灣全市場報酬指數,19989.09,-,32.73,-0.16,
2026-09-24,臺灣全市場半導體報酬指數,26597.72,-,80.91,-0.30,
2026-09-24,臺灣智慧移動與電動車報酬指數,22902.36,+,138.84,0.61,
2026-09-24,特選小資高價30報酬指數,27626.89,+,114.40,0.42,
2026-09-24,特選臺灣綠能及電動車報酬指數,14857.88,+,23.91,0.16,
2026-09-24,特選臺灣智能車供應鏈聯盟報酬指數,22770.76,-,50.64,-0.22,
2026-09-24,臺灣全市場半導體精選30報酬指數,20067.96,-,109.65,-0.54,
2026-09-24,特選臺灣高股息30報酬指數,11162.04,-,21.44,-0.19,
2026-09-24,臺灣友善環境報酬指數,16799.13,-,53.85,-0.32,
2026-09-24,台灣永續價值報酬指數,16461.69,-,109.82,-0.66,
2026-09-24,特選臺灣IC設計報酬指數,10637.21,-,41.76,-0.39,
2026-09-24,特選臺灣環境永續高股息報酬指數,11347.97,-,6.31,-0.06,
2026-09-24,特選臺灣IC設計產業代表報酬指數,15178.32,-,78.17,-0.51,
2026-09-24,特選臺灣綠能報酬指數,11362.29,-,10.28,-0.09,
2026-09-24,特選臺灣智慧50報酬指數,13973.80,-,108.95,-0.77,
2026-09-24,臺灣晶圓製造報酬指數,21153.89,-,150.24,-0.71,
2026-09-24,臺灣精選高息報酬指數,13175.29,-,105.47,-0.79,
2026-09-24,臺灣多因子優選高股息30報酬指數,15568.34,-,96.71,-0.62,
2026-09-24,特選臺灣優利高填息30報酬指數,17954.48,-,3.16,-0.02,
2026-09-24,特選臺灣科技優息報酬指數,18342.91,+,14.85,0.08,
2026-09-24,臺灣半導體收益報酬指數,19826.07,-,94.86,-0.48,
2026-09-24,臺灣優選成長高股息報酬指數,15540.83,-,42.16,-0.27,
2026-09-24,特選臺灣ESG低碳高息40報酬指數,13825.36,-,24.49,-0.18,
2026-09-24,臺灣優選多因子30報酬指數,18320.26,-,135.06,-0.73,
2026-09-24,臺灣創新科技50報酬指數,26104.06,+,73.09,0.28,
2026-09-24,臺灣全市場新經濟產業報酬指數,4421.21,-,5.28,-0.12,
2026-09-24,臺灣ESG永續高股息等權重報酬指數,8516.23,+,15.11,0.18,
2026-09-24,臺灣永續高息中小型報酬指數,9087.97,-,10.73,-0.12,
2026-09-24,特選臺灣高息動能報酬指數,12807.96,-,53.51,-0.42,
2026-09-24,臺灣電子成長高息等權重報酬指數,9671.18,+,48.97,0.51,
2026-09-24,臺灣價值高息報酬指數,8914.83,-,4.43,-0.05,
2026-09-24,特選臺灣IC設計動能報酬指數,15287.40,-,52.71,-0.34,
2026-09-24,臺灣趨勢動能高股息報酬指數,9871.71,-,2.50,-0.03,
2026-09-24,特選臺灣科技高息成長報酬指數,9882.32,-,9.45,-0.10,
2026-09-24,特選臺灣AI優息動能報酬指數,8499.94,+,12.73,0.15,
2026-09-24,臺灣優選AI 50報酬指數,10226.15,-,7.52,-0.07,
2026-09-24,台灣旗艦動能50報酬指數,11401.61,-,68.77,-0.60,
2026-09-24,特選臺灣動能趨勢報酬指數,18187.54,+,27.76,0.15,
2026-09-24,特選臺灣動能優息報酬指數,7643.99,-,20.26,-0.26,
2026-09-24,特選臺灣璞玉精選收益報酬指數,4779.67,-,1.26,-0.03,
2026-09-24,漲升股利150報酬指數,35706.75,+,22.38,0.06,
2026-09-24,藍籌30報酬指數,42257.24,+,70.16,0.17,
2026-09-24,工業菁英30報酬指數,39090.08,-,169.95,-0.43,
2026-09-24,低波動股利精選30報酬指數,20564.86,-,239.31,-1.15,
2026-09-24,中小型A級動能50報酬指數,42448.37,+,633.18,1.51,
2026-09-24,特選高息低波報酬指數,21068.58,-,81.71,-0.39,
2026-09-24,臺灣永續報酬指數,38892.68,-,44.51,-0.11,
2026-09-24,存股雙十等權重報酬指數,32723.27,+,154.53,0.47,
2026-09-24,特選大蘋果報酬指數,40877.26,+,234.84,0.58,
2026-09-24,中小型300報酬指數,23426.75,+,33.40,0.14,
2026-09-24,微波高息精選20報酬指數,20399.24,-,347.92,-1.68,
2026-09-24,特選世代行動通訊報酬指數,25129.31,+,312.51,1.26,
2026-09-24,特選大蘋果報酬正向兩倍指數,240339.77,+,"2,745.73",1.16,
2026-09-24,特選大蘋果報酬反向一倍指數,977.69,-,5.68,-0.58,
2026-09-24,臺灣上櫃永續報酬指數,17065.80,-,179.26,-1.04,
2026-09-24,特選台股領航報酬指數,37252.12,+,141.31,0.38,
2026-09-24,特選Smart多因子報酬指數,25073.01,-,55.48,-0.22,
2026-09-24,特選ESG高股息報酬指數,21070.94,-,103.01,-0.49,
2026-09-24,臺灣優息存股報酬指數,7928.06,-,38.12,-0.48,
2026-09-24,特選上櫃ESG永續高股息報酬指數,16845.88,-,79.48,-0.47,
2026-09-24,特選臺灣金融高股息存股報酬指數,13938.73,-,125.06,-0.89,
2026-09-24,特選臺灣產業龍頭存股等權重報酬指數,11167.53,+,12.19,0.11,
2026-09-24,上櫃ESG 30報酬指數,17199.61,-,23.50,-0.14,
2026-09-24,臺灣ESG低碳50報酬指數,20325.34,-,65.82,-0.32,
2026-09-24,臺灣創新板報酬指數,22647.42,+,16.28,0.07,
2026-09-24,特選上櫃ESG龍頭報酬指數,14393.51,-,41.80,-0.29,
2026-09-24,臺灣市值動能50報酬指數,12256.57,-,30.59,-0.25,
2026-09-24,臺灣護城河概念優選50報酬指數,11477.86,-,64.44,-0.56,
2026-09-24,特選臺灣中小型精選動能100報酬指數,7648.13,+,50.20,0.66,
2026-09-24,特選臺灣大型股25報酬指數,12657.31,-,83.55,-0.66,
2026-09-24,特選臺灣TOP 50報酬指數,9829.33,-,37.49,-0.38,
2026-09-24,臺灣璞玉報酬指數,5977.09,-,1.18,-0.02,
2026-09-24,特選臺灣市值領航50報酬指數,6822.06,-,19.12,-0.28,
2026-09-24,臺灣璞玉中小優選100報酬指數,5032.46,+,5.90,0.12,
